customer_id,company_name,industry,cloud_provider,company_size,region,subscription_plan
389,Curry-Mccormick,Manufacturing,Azure,Large,South America,Standard
390,"Ruiz, Moss and Cannon",Technology,Azure,Enterprise,North America,Enterprise
391,Sheppard-Smith,Finance,AWS,Enterprise,South America,Premium
392,Davis-Murphy,Technology,AWS,Large,Europe,Premium
393,Stephens-Sampson,Retail,Google Cloud,Large,South America,Standard
394,Fletcher Ltd,Retail,Google Cloud,Small,Asia Pacific,Standard
395,"Lopez, Peterson and Key",Technology,AWS,Large,South America,Standard
396,Perkins LLC,Healthcare,AWS,Small,Asia Pacific,Premium
397,"Parsons, Young and Mitchell",Manufacturing,Azure,Medium,Europe,Premium
398,"Wright, Williams and Perkins",Manufacturing,Google Cloud,Large,Europe,Standard
399,"Rose, Duke and Murray",Technology,Google Cloud,Enterprise,South America,Premium
400,Lewis Ltd,Technology,AWS,Small,South America,Enterprise
401,Ramirez Inc,Technology,AWS,Medium,Asia Pacific,Standard
402,"Wu, Bridges and Martin",Finance,Azure,Enterprise,South America,Premium
403,"Phillips, Conner and Mcneil",Manufacturing,AWS,Small,South America,Standard
404,Turner Group,Retail,Google Cloud,Large,South America,Premium
405,"Horton, Hays and Gates",Finance,Azure,Small,Europe,Premium
406,Barnett-Crawford,Manufacturing,Azure,Small,South America,Enterprise
407,Hill LLC,Technology,Google Cloud,Large,North America,Standard
408,Williams and Sons,Finance,Azure,Large,Asia Pacific,Enterprise
409,Hoffman Inc,Retail,AWS,Medium,South America,Enterprise
410,Hughes LLC,Finance,AWS,Small,Europe,Enterprise
411,"George, King and Michael",Retail,Azure,Enterprise,Europe,Enterprise
412,Carter-Hall,Manufacturing,AWS,Large,Asia Pacific,Standard
413,Smith-Barry,Technology,Google Cloud,Large,Asia Pacific,Enterprise
414,Russell Group,Manufacturing,Google Cloud,Enterprise,Asia Pacific,Premium
415,"Tanner, Johnson and Cortez",Finance,Azure,Large,North America,Premium
416,Gomez-Martin,Manufacturing,Azure,Small,South America,Premium
417,"Aguilar, White and Garcia",Manufacturing,Google Cloud,Medium,North America,Enterprise
418,"Dunn, Baker and Brooks",Technology,AWS,Enterprise,Europe,Enterprise
419,Powers Group,Healthcare,AWS,Small,Europe,Standard
420,"James, Marshall and Warren",Technology,Azure,Enterprise,Europe,Premium
421,Carroll LLC,Healthcare,Azure,Enterprise,North America,Enterprise
422,Knox and Sons,Healthcare,Google Cloud,Medium,Asia Pacific,Enterprise
423,"Bowman, Benitez and Spencer",Technology,Google Cloud,Enterprise,Asia Pacific,Standard
424,Odonnell-Best,Technology,Google Cloud,Large,Asia Pacific,Enterprise
425,"Jacobs, Montgomery and Parker",Retail,Google Cloud,Enterprise,Europe,Standard
426,Duran-Adkins,Retail,Google Cloud,Large,Europe,Premium
427,Valdez-Khan,Retail,Google Cloud,Medium,South America,Premium
428,"White, Walters and Thomas",Technology,Azure,Large,Asia Pacific,Standard
429,"Valencia, Barnes and Roberts",Manufacturing,Google Cloud,Enterprise,South America,Premium
430,"Beasley, Jones and Rasmussen",Healthcare,Azure,Small,Asia Pacific,Enterprise
431,"Williams, Singleton and Lopez",Finance,Azure,Enterprise,Asia Pacific,Enterprise
432,Lopez-Mills,Technology,AWS,Medium,Asia Pacific,Enterprise
433,George-Ramos,Retail,AWS,Small,Europe,Standard
434,Adams-Haley,Finance,Google Cloud,Medium,Europe,Standard
435,Ward-Ramirez,Finance,Azure,Large,South America,Standard
436,"Matthews, Peters and Holloway",Healthcare,AWS,Medium,South America,Enterprise
437,Evans Inc,Technology,Azure,Medium,Asia Pacific,Premium
438,Farley-Johnson,Retail,Google Cloud,Small,North America,Enterprise
439,"Cook, Morgan and Pittman",Manufacturing,AWS,Small,Europe,Premium
440,Haynes LLC,Healthcare,AWS,Enterprise,South America,Standard
441,Porter Ltd,Retail,AWS,Small,Asia Pacific,Enterprise
442,"Randall, Rogers and Baker",Manufacturing,AWS,Large,Asia Pacific,Premium
443,Cobb and Sons,Manufacturing,Google Cloud,Enterprise,Europe,Enterprise
444,Keith Ltd,Technology,Azure,Medium,North America,Premium
445,White-Murray,Healthcare,Google Cloud,Enterprise,Asia Pacific,Enterprise
446,Lewis-Miles,Healthcare,AWS,Large,Asia Pacific,Enterprise
447,Greene-Schroeder,Healthcare,AWS,Enterprise,South America,Enterprise
448,Stewart-Sanders,Retail,AWS,Enterprise,North America,Standard
449,Lane-Sanchez,Healthcare,Azure,Large,Europe,Standard
450,Kim-Hester,Retail,Azure,Medium,South America,Premium
451,Caldwell Ltd,Retail,Azure,Small,Asia Pacific,Enterprise
452,Smith LLC,Retail,Google Cloud,Medium,North America,Enterprise
453,Rasmussen-Lane,Finance,Azure,Large,Europe,Premium
454,Neal LLC,Manufacturing,Google Cloud,Large,North America,Enterprise
455,Ortiz and Sons,Retail,Azure,Medium,Europe,Standard
456,Freeman LLC,Technology,AWS,Enterprise,Asia Pacific,Premium
457,"Hernandez, Jackson and Cisneros",Manufacturing,Azure,Medium,Europe,Enterprise
458,Stevens Ltd,Manufacturing,AWS,Enterprise,Asia Pacific,Standard
459,Morrow Group,Manufacturing,AWS,Small,Europe,Enterprise
460,Smith LLC,Manufacturing,AWS,Medium,Asia Pacific,Enterprise
461,"Alexander, Nguyen and Evans",Technology,AWS,Medium,South America,Standard
462,"Francis, Flores and Ward",Manufacturing,Azure,Small,South America,Standard
463,Gomez-Watson,Manufacturing,Azure,Enterprise,North America,Enterprise
464,Baldwin Inc,Technology,Google Cloud,Large,North America,Premium
465,George-Faulkner,Retail,AWS,Medium,North America,Standard
466,Hernandez LLC,Technology,Azure,Small,North America,Standard
467,"Sanchez, Kline and Martin",Technology,AWS,Large,South America,Standard
468,Macias-Moore,Healthcare,Google Cloud,Enterprise,Asia Pacific,Premium
469,"Silva, Donaldson and Gonzalez",Technology,Azure,Enterprise,North America,Enterprise
470,Lester-Charles,Manufacturing,AWS,Large,North America,Standard
471,"Miller, Miller and Ochoa",Manufacturing,Azure,Medium,Europe,Standard
472,Hall PLC,Finance,Azure,Enterprise,South America,Enterprise
473,Robinson Ltd,Technology,AWS,Medium,South America,Premium
474,"Taylor, Daniels and Mitchell",Healthcare,Azure,Medium,North America,Standard
475,"Hamilton, Reyes and Jackson",Technology,Google Cloud,Small,Europe,Standard
476,Chang Ltd,Finance,AWS,Small,South America,Enterprise
477,Lee PLC,Finance,AWS,Small,South America,Premium
478,Jones-Hansen,Healthcare,Google Cloud,Medium,North America,Standard
479,"Harmon, Wise and Elliott",Manufacturing,Azure,Medium,Asia Pacific,Enterprise
480,"Bishop, Parks and Brandt",Manufacturing,Google Cloud,Large,Europe,Premium
481,Gomez-Owens,Healthcare,Google Cloud,Medium,South America,Premium
482,"King, Johnson and Morris",Retail,AWS,Medium,South America,Enterprise
483,Wilson-Williams,Technology,AWS,Large,South America,Enterprise
484,"Horne, Hayden and Mayo",Retail,Google Cloud,Enterprise,South America,Standard
485,Morse-Singh,Retail,Azure,Medium,South America,Standard
486,"Ramos, Freeman and Garcia",Healthcare,Azure,Medium,South America,Standard
487,Stewart-Lopez,Manufacturing,Azure,Enterprise,Europe,Premium
488,Velazquez Inc,Healthcare,Azure,Medium,Asia Pacific,Enterprise
489,Lawson Inc,Finance,Azure,Large,North America,Enterprise
490,Snyder-Johnston,Healthcare,AWS,Large,South America,Enterprise
491,"Zavala, Cohen and Brown",Manufacturing,Google Cloud,Small,North America,Standard
492,Jones-Bishop,Manufacturing,Google Cloud,Medium,South America,Standard
493,Reeves and Sons,Retail,Azure,Small,Europe,Standard
494,"Kelly, Kim and Holmes",Finance,Google Cloud,Enterprise,Europe,Enterprise
495,Solis and Sons,Manufacturing,Google Cloud,Medium,South America,Standard
496,"Griffin, Hopkins and Flores",Manufacturing,Azure,Large,South America,Premium
497,Rice-Richardson,Manufacturing,Google Cloud,Large,Asia Pacific,Premium
498,"Murphy, Hernandez and Smith",Retail,Google Cloud,Enterprise,South America,Standard
499,"King, Brown and Mccall",Technology,Azure,Medium,Asia Pacific,Premium
500,Mathis-Singh,Technology,AWS,Medium,Europe,Standard
501,Castillo Group,Retail,Google Cloud,Enterprise,Asia Pacific,Standard
502,"Johnson, Cox and Mcintosh",Healthcare,Azure,Medium,South America,Enterprise
503,"Martin, Williams and Combs",Healthcare,Azure,Large,Asia Pacific,Premium
504,Johnson-Dyer,Technology,Azure,Medium,Asia Pacific,Standard
505,Wilkins PLC,Healthcare,Google Cloud,Enterprise,Europe,Enterprise
506,Silva Ltd,Finance,Google Cloud,Small,North America,Enterprise
507,Lawson-Morrow,Finance,AWS,Enterprise,Europe,Enterprise
508,Pierce LLC,Healthcare,AWS,Medium,North America,Standard
509,"Tanner, Thompson and Adams",Manufacturing,Azure,Large,North America,Enterprise
510,"Taylor, Tate and James",Manufacturing,Azure,Enterprise,North America,Standard
511,Harris-Taylor,Manufacturing,Google Cloud,Enterprise,North America,Standard
512,Richardson LLC,Manufacturing,Google Cloud,Large,Asia Pacific,Standard
513,"Prince, Young and Armstrong",Manufacturing,Google Cloud,Enterprise,Europe,Standard
514,Young-Savage,Finance,Google Cloud,Medium,Europe,Standard
515,Davila and Sons,Manufacturing,Google Cloud,Large,Asia Pacific,Premium
516,"Jordan, Nelson and White",Technology,AWS,Large,South America,Premium
517,"Mcmahon, Moreno and Carroll",Manufacturing,AWS,Medium,Asia Pacific,Enterprise
518,Combs and Sons,Finance,Google Cloud,Small,North America,Premium
519,Simpson-Peters,Technology,Azure,Enterprise,North America,Enterprise
520,Walsh and Sons,Finance,Google Cloud,Medium,North America,Premium
521,Quinn LLC,Technology,Google Cloud,Large,North America,Enterprise
522,Horne Group,Finance,AWS,Medium,South America,Premium
523,"Hartman, Nguyen and Arnold",Finance,AWS,Large,North America,Standard
524,Smith and Sons,Retail,AWS,Medium,Europe,Enterprise
525,Graham Ltd,Technology,AWS,Large,Europe,Enterprise
526,Rowland PLC,Healthcare,Google Cloud,Enterprise,Asia Pacific,Premium
527,Sanchez LLC,Healthcare,Google Cloud,Small,Asia Pacific,Standard
528,Savage-Taylor,Finance,Azure,Medium,North America,Premium
529,"Henderson, Lee and Conway",Manufacturing,Google Cloud,Enterprise,Asia Pacific,Standard
530,Nelson-Moses,Retail,Azure,Enterprise,Europe,Premium
531,Morgan Group,Manufacturing,Azure,Enterprise,Europe,Enterprise
532,Brown Inc,Manufacturing,Google Cloud,Enterprise,North America,Enterprise
533,Wilkins-Galvan,Retail,AWS,Small,North America,Premium
534,Carr-Byrd,Healthcare,Azure,Medium,South America,Premium
535,Oconnor-Martin,Retail,AWS,Small,North America,Premium
536,"Bell, Foster and Matthews",Technology,Azure,Large,North America,Standard
537,Jackson Group,Finance,AWS,Enterprise,South America,Enterprise
538,Khan PLC,Manufacturing,Google Cloud,Enterprise,North America,Standard
539,"Delgado, Sanders and Scott",Finance,Azure,Small,Asia Pacific,Premium
540,Wood LLC,Finance,Azure,Enterprise,South America,Standard
541,"Santiago, Myers and Waller",Manufacturing,AWS,Medium,South America,Standard
542,"Wilson, Anderson and Guerra",Healthcare,Azure,Large,Asia Pacific,Premium
543,Hall Ltd,Healthcare,AWS,Medium,South America,Premium
544,Harper-Thompson,Technology,Azure,Enterprise,North America,Premium
545,Brown-Herrera,Retail,AWS,Enterprise,Europe,Premium
546,Roberts-Vance,Finance,AWS,Large,North America,Premium
547,Downs-Miller,Retail,Google Cloud,Enterprise,Asia Pacific,Premium
548,"Dickerson, Hall and Freeman",Retail,Azure,Medium,Asia Pacific,Premium
549,Hughes LLC,Manufacturing,Google Cloud,Medium,South America,Premium
550,Peterson and Sons,Healthcare,Azure,Large,Asia Pacific,Enterprise
551,Poole-Wright,Technology,Google Cloud,Medium,Asia Pacific,Premium
552,Schmidt-Brown,Retail,Azure,Large,North America,Enterprise
553,Wilson Ltd,Healthcare,Google Cloud,Medium,North America,Enterprise
554,"Reyes, Abbott and Christian",Technology,Google Cloud,Medium,South America,Premium
555,Leach-Jones,Finance,Azure,Enterprise,Europe,Enterprise
556,"Figueroa, Jones and Butler",Retail,AWS,Large,Europe,Enterprise
557,Richards-Richards,Technology,Azure,Small,South America,Enterprise
558,Johnson Group,Technology,Google Cloud,Enterprise,South America,Enterprise
559,Ayers-Welch,Finance,Azure,Small,North America,Standard
560,Huang-Johnson,Retail,AWS,Small,South America,Premium
561,Rodriguez-Jones,Technology,AWS,Small,North America,Premium
562,Mcdowell-Martinez,Healthcare,Google Cloud,Medium,South America,Premium
563,Kennedy-Swanson,Technology,Azure,Medium,Asia Pacific,Standard
564,Schwartz-Johnson,Technology,AWS,Large,South America,Standard
565,Hughes Ltd,Finance,Google Cloud,Medium,Asia Pacific,Premium
566,Conner Group,Retail,Azure,Medium,South America,Premium
567,Finley-White,Technology,AWS,Enterprise,South America,Premium
568,Wilson Group,Finance,Azure,Small,North America,Standard
569,"Freeman, Meyer and Johnson",Retail,Google Cloud,Small,Europe,Enterprise
570,Romero-Nichols,Healthcare,Google Cloud,Medium,Europe,Premium
571,"Reese, Spencer and Anderson",Manufacturing,Azure,Enterprise,Europe,Premium
572,Allen Group,Healthcare,AWS,Enterprise,South America,Standard
573,"Carpenter, Collier and Lee",Manufacturing,AWS,Enterprise,South America,Premium
574,Gray-Green,Finance,Google Cloud,Medium,Europe,Premium
575,"Thomas, Johnson and Franklin",Finance,Google Cloud,Small,Europe,Premium
576,"Newman, Smith and Hall",Retail,AWS,Enterprise,North America,Premium
577,Weber-Wood,Technology,Google Cloud,Large,South America,Enterprise
578,"Perez, Hale and Adams",Technology,Google Cloud,Small,Asia Pacific,Premium
579,Simmons-Walton,Technology,Google Cloud,Medium,Asia Pacific,Enterprise
580,"Mitchell, Roberts and Bates",Manufacturing,AWS,Medium,Asia Pacific,Standard
581,Butler Group,Healthcare,Azure,Small,Europe,Premium
582,Flores-Stuart,Healthcare,Google Cloud,Enterprise,South America,Enterprise
583,"Watson, Valdez and Barrera",Healthcare,Google Cloud,Enterprise,South America,Standard
584,"Webb, Hernandez and Ramirez",Technology,Google Cloud,Medium,Europe,Premium
585,Dean PLC,Retail,AWS,Medium,Asia Pacific,Premium
586,"Reynolds, Ruiz and Harrison",Manufacturing,AWS,Large,North America,Premium
587,Johnson Inc,Healthcare,AWS,Enterprise,South America,Premium
588,Randall LLC,Technology,Azure,Enterprise,South America,Standard
589,Stuart Group,Finance,Google Cloud,Small,Europe,Premium
590,"Johnson, Blackwell and Reed",Finance,Azure,Medium,Asia Pacific,Standard
591,Hale Inc,Technology,Google Cloud,Enterprise,North America,Enterprise
592,Garcia-Smith,Finance,Azure,Large,North America,Enterprise
593,Jensen LLC,Technology,Google Cloud,Medium,South America,Standard
594,Mora-Thompson,Healthcare,Azure,Small,South America,Premium
595,Hurst and Sons,Retail,AWS,Enterprise,North America,Standard
596,Davis Inc,Healthcare,Google Cloud,Large,South America,Standard
597,Nguyen LLC,Manufacturing,AWS,Medium,Europe,Standard
598,"Villa, Estrada and Carrillo",Manufacturing,Azure,Large,Europe,Premium
599,Evans Ltd,Retail,Azure,Large,North America,Standard
600,"Rodriguez, Cole and Fox",Technology,AWS,Large,Europe,Enterprise
601,"Marquez, Johnson and Park",Healthcare,AWS,Medium,Asia Pacific,Standard
602,Sanchez Group,Technology,Azure,Medium,Asia Pacific,Enterprise
603,"Ayers, Harrington and Ramirez",Technology,Azure,Enterprise,North America,Enterprise
604,"Marshall, Salazar and Williams",Finance,Azure,Large,Asia Pacific,Premium
605,"Gray, Guerrero and Ho",Technology,Azure,Small,North America,Enterprise
606,Sullivan-Ford,Technology,Google Cloud,Large,North America,Enterprise
607,"Scott, Norton and Scott",Technology,AWS,Enterprise,Europe,Premium
608,Miller-House,Retail,Azure,Large,Asia Pacific,Enterprise
609,Gibson Inc,Manufacturing,AWS,Enterprise,Asia Pacific,Enterprise
610,"Scott, Perez and Nguyen",Finance,AWS,Small,South America,Standard
611,Khan PLC,Finance,AWS,Enterprise,South America,Standard
612,Lewis-Reed,Technology,AWS,Medium,Asia Pacific,Standard
613,"Martinez, Pollard and Wright",Retail,AWS,Large,Asia Pacific,Standard
614,Elliott Inc,Retail,Google Cloud,Medium,North America,Premium
615,Williams-Hayes,Retail,Google Cloud,Medium,South America,Enterprise
616,"Bennett, Perkins and Walters",Finance,Google Cloud,Small,North America,Standard
617,"Huffman, Johnson and Hernandez",Technology,AWS,Medium,Europe,Enterprise
618,"Walton, Mathews and Mckay",Technology,AWS,Small,Asia Pacific,Standard
619,"Morgan, Davis and Lowe",Technology,Google Cloud,Medium,South America,Standard
620,"Garcia, Graves and Wolf",Healthcare,Azure,Small,North America,Standard
621,"Jones, Campbell and Spears",Retail,Azure,Large,Europe,Premium
622,Yang-Williams,Healthcare,Google Cloud,Medium,North America,Enterprise
623,Velazquez-Taylor,Manufacturing,AWS,Medium,South America,Premium
624,"Powell, Hughes and Mccullough",Healthcare,Google Cloud,Medium,South America,Enterprise
625,"Parker, Herman and Campbell",Technology,AWS,Small,North America,Standard
626,Wright Inc,Finance,Google Cloud,Enterprise,Asia Pacific,Premium
627,Pierce Ltd,Retail,AWS,Medium,Asia Pacific,Enterprise
628,Evans-Howard,Finance,AWS,Large,North America,Enterprise
629,Sloan Group,Retail,AWS,Medium,South America,Premium
630,Odom Group,Finance,AWS,Enterprise,South America,Standard
631,Jones LLC,Healthcare,Azure,Small,North America,Premium
632,"Cook, Snow and Aguirre",Retail,AWS,Enterprise,South America,Premium
633,Morris Ltd,Manufacturing,Google Cloud,Medium,South America,Standard
634,"Beasley, Page and Meyers",Finance,Google Cloud,Small,North America,Premium
635,"Burton, Woods and Lee",Healthcare,AWS,Small,South America,Enterprise
636,"Taylor, Irwin and French",Retail,Google Cloud,Enterprise,South America,Enterprise
637,Hall PLC,Technology,AWS,Medium,Asia Pacific,Standard
638,Grant-Sanchez,Retail,AWS,Medium,Europe,Enterprise
639,Montoya-Dunn,Retail,Azure,Small,Asia Pacific,Enterprise
640,Brown-Wright,Technology,Google Cloud,Medium,North America,Standard
641,Campbell Group,Finance,Azure,Small,South America,Enterprise
642,Orr Ltd,Manufacturing,AWS,Large,Europe,Standard
643,White LLC,Finance,Google Cloud,Medium,North America,Standard
644,Williams-Wallace,Technology,Azure,Large,Europe,Premium
645,Wiggins-White,Healthcare,Google Cloud,Large,North America,Standard
646,"Wilkins, Sheppard and Boone",Retail,Azure,Large,North America,Premium
647,Wright and Sons,Manufacturing,Google Cloud,Small,South America,Premium
648,Brown PLC,Manufacturing,Azure,Small,South America,Enterprise
649,"Rivera, Barrett and Martin",Healthcare,Azure,Medium,Asia Pacific,Standard
650,Bruce-King,Manufacturing,Google Cloud,Small,Europe,Enterprise
651,"Smith, Carrillo and Kaiser",Manufacturing,AWS,Small,North America,Standard
652,Willis-Griffith,Finance,Azure,Large,South America,Standard
653,Harmon-Kelly,Healthcare,AWS,Enterprise,Europe,Premium
654,Rogers Ltd,Healthcare,Azure,Large,Asia Pacific,Standard
655,"Martinez, Hernandez and Richardson",Manufacturing,Azure,Small,North America,Standard
656,Shaw-Johnson,Healthcare,Google Cloud,Small,South America,Standard
657,Miller-Young,Technology,Azure,Large,Asia Pacific,Standard
658,"Bennett, Castro and Hart",Manufacturing,Azure,Small,Asia Pacific,Standard
659,Daniels-Lawson,Retail,Google Cloud,Large,Europe,Premium
660,"Cooper, Jackson and Hayes",Retail,Google Cloud,Enterprise,Europe,Enterprise
661,"Martin, Hardy and Foster",Manufacturing,AWS,Medium,North America,Premium
662,Moore PLC,Finance,AWS,Large,North America,Premium
663,Thomas-Douglas,Finance,Google Cloud,Enterprise,Asia Pacific,Standard
664,Cummings Inc,Healthcare,Google Cloud,Medium,South America,Premium
665,"Mcdonald, Davis and Mathews",Finance,AWS,Large,North America,Standard
666,Kline Group,Healthcare,Google Cloud,Enterprise,Asia Pacific,Premium
667,Stewart PLC,Finance,Google Cloud,Small,Europe,Enterprise
668,"Clark, Miller and Avila",Technology,AWS,Small,South America,Enterprise
669,"Brown, Castillo and Martinez",Healthcare,AWS,Large,Asia Pacific,Premium
670,Mcguire-Robinson,Technology,Google Cloud,Large,Asia Pacific,Premium
671,Davis Inc,Retail,AWS,Small,Europe,Standard
672,"Molina, Camacho and Roy",Manufacturing,AWS,Medium,North America,Standard
673,Mcgee-Levy,Technology,Azure,Large,South America,Standard
674,"Hampton, Barnes and Sanford",Manufacturing,Azure,Medium,South America,Premium
675,"Mathis, Brown and Reynolds",Technology,Azure,Small,North America,Standard
676,"Perkins, Hicks and Vincent",Retail,Google Cloud,Small,Europe,Premium
677,"Espinoza, Cervantes and Smith",Healthcare,AWS,Medium,Asia Pacific,Premium
678,Russell Ltd,Manufacturing,AWS,Large,Asia Pacific,Standard
679,"Burton, Turner and Snyder",Finance,Azure,Enterprise,Europe,Standard
680,"Williamson, Pennington and Rhodes",Technology,AWS,Medium,North America,Standard
681,"Perkins, Evans and Martinez",Finance,AWS,Medium,Europe,Premium
682,Grant Inc,Retail,Google Cloud,Small,Asia Pacific,Standard
683,"Manning, Howard and Ortiz",Finance,AWS,Medium,South America,Standard
684,"Williams, Brown and Green",Finance,Azure,Small,North America,Premium
685,Rogers Group,Finance,AWS,Enterprise,South America,Premium
686,Davis and Sons,Finance,Azure,Enterprise,Europe,Premium
687,Taylor-Ryan,Healthcare,AWS,Large,Asia Pacific,Premium
688,"Copeland, Ballard and Wright",Healthcare,AWS,Medium,Asia Pacific,Premium
689,Walton LLC,Technology,Google Cloud,Enterprise,North America,Standard
690,Jarvis-Wolfe,Retail,Azure,Medium,South America,Standard
691,Fischer-Myers,Manufacturing,AWS,Small,South America,Enterprise
692,Davis LLC,Retail,Azure,Enterprise,Asia Pacific,Enterprise
693,Burns-Howard,Manufacturing,Azure,Enterprise,Asia Pacific,Standard
694,Taylor Inc,Finance,Azure,Medium,North America,Premium
695,Powers Inc,Finance,Azure,Large,Europe,Standard
696,Dunlap-Martinez,Finance,AWS,Medium,Asia Pacific,Enterprise
697,"Mills, Davis and Sandoval",Finance,AWS,Enterprise,Asia Pacific,Standard
698,Smith PLC,Healthcare,AWS,Large,Asia Pacific,Enterprise
699,Parsons-Mcintosh,Finance,Google Cloud,Large,Europe,Enterprise
700,Hernandez Inc,Healthcare,Azure,Large,Europe,Premium
701,"Brown, Fischer and Hudson",Finance,AWS,Small,Europe,Enterprise
702,Jones-Ramirez,Healthcare,AWS,Enterprise,North America,Premium
703,Nguyen PLC,Manufacturing,AWS,Medium,Asia Pacific,Enterprise
704,Avila-Palmer,Healthcare,Azure,Small,North America,Standard
705,"Blevins, Rhodes and Zavala",Manufacturing,Google Cloud,Medium,North America,Enterprise
706,Hunter and Sons,Retail,AWS,Large,South America,Enterprise
707,Brady-Bartlett,Finance,Azure,Large,Asia Pacific,Standard
708,Phillips Inc,Healthcare,Google Cloud,Enterprise,South America,Enterprise
709,Porter and Sons,Retail,AWS,Large,Europe,Enterprise
710,Williams Group,Manufacturing,AWS,Enterprise,Asia Pacific,Enterprise
711,Johnson and Sons,Retail,AWS,Medium,North America,Enterprise
712,"Jackson, Payne and Brown",Manufacturing,Azure,Small,Europe,Enterprise
713,"Sweeney, Hamilton and Mitchell",Retail,Google Cloud,Medium,North America,Premium
714,Santos-Saunders,Healthcare,Azure,Small,Europe,Premium
715,Clements-Richardson,Retail,AWS,Small,Asia Pacific,Premium
716,"Jones, Maddox and Stewart",Finance,Azure,Medium,Europe,Enterprise
717,"Jackson, Reed and Guerrero",Finance,Azure,Large,North America,Enterprise
718,Schneider-Bolton,Finance,AWS,Enterprise,South America,Enterprise
719,Byrd-Martinez,Technology,AWS,Enterprise,South America,Premium
720,Hernandez Ltd,Retail,Google Cloud,Enterprise,North America,Premium
721,"Williams, Leon and Silva",Manufacturing,Google Cloud,Medium,Europe,Premium
722,"Mason, Robinson and Smith",Finance,AWS,Large,North America,Premium
723,Hartman-Brady,Retail,AWS,Small,Asia Pacific,Standard
724,Russell-Bennett,Technology,AWS,Small,North America,Premium
725,Williams-Harrell,Manufacturing,Google Cloud,Enterprise,North America,Premium
726,Clayton PLC,Healthcare,Google Cloud,Enterprise,Europe,Standard
727,"Neal, Patterson and Phelps",Finance,Azure,Medium,Europe,Premium
728,Cain Inc,Manufacturing,Google Cloud,Large,Asia Pacific,Premium
729,Li-Lee,Healthcare,AWS,Small,South America,Enterprise
730,Spencer-Cameron,Manufacturing,Azure,Medium,North America,Premium
731,Buchanan-Perez,Finance,Azure,Small,Asia Pacific,Enterprise
732,Brown Inc,Manufacturing,Azure,Medium,North America,Standard
733,Delacruz-Davis,Healthcare,AWS,Large,North America,Premium
734,Murphy Inc,Finance,Azure,Enterprise,South America,Premium
735,"Suarez, Snyder and Rogers",Retail,AWS,Enterprise,Europe,Premium
736,Brooks-Estes,Technology,Azure,Medium,South America,Standard
737,"Clark, Haynes and Alvarez",Retail,Azure,Enterprise,Asia Pacific,Standard
738,"Robertson, Jones and Chandler",Retail,Google Cloud,Small,Europe,Enterprise
739,Blair-Monroe,Finance,AWS,Large,South America,Enterprise
740,Hall-Crawford,Healthcare,Google Cloud,Small,South America,Enterprise
741,Curry-Gallegos,Technology,Google Cloud,Enterprise,Europe,Premium
742,Williams LLC,Retail,AWS,Enterprise,North America,Enterprise
743,Winters-Davis,Manufacturing,Google Cloud,Medium,North America,Premium
744,Figueroa Ltd,Healthcare,AWS,Medium,Europe,Standard
745,Johnson-Mcgee,Finance,Azure,Small,South America,Standard
746,"Beltran, Davis and Wright",Healthcare,Google Cloud,Large,Asia Pacific,Enterprise
747,Rojas Ltd,Finance,AWS,Enterprise,South America,Enterprise
748,"Burke, Duffy and Mckay",Retail,Azure,Enterprise,North America,Enterprise
749,"Marshall, Valdez and Thomas",Manufacturing,Google Cloud,Enterprise,North America,Premium
750,"Hale, Salinas and Choi",Healthcare,AWS,Small,North America,Enterprise
751,Jordan-Riley,Finance,Azure,Large,South America,Premium
752,Morrison-Mcbride,Technology,Google Cloud,Enterprise,South America,Standard
753,"Dickson, Brown and Morales",Healthcare,Azure,Enterprise,Europe,Enterprise
754,Spears-Weber,Manufacturing,Google Cloud,Enterprise,North America,Premium
755,"Mccarthy, Holloway and Mercado",Retail,Google Cloud,Medium,North America,Enterprise
756,Jimenez and Sons,Technology,Azure,Large,North America,Premium
757,"Salazar, Collins and Peters",Retail,Azure,Large,South America,Enterprise
758,"Arnold, Castaneda and Miller",Finance,AWS,Medium,Asia Pacific,Enterprise
759,"Clark, Rodriguez and Hicks",Technology,Azure,Large,South America,Enterprise
760,"Martinez, Hale and Valencia",Finance,AWS,Enterprise,Europe,Premium
761,Frost Inc,Technology,Google Cloud,Large,North America,Enterprise
762,Brown Inc,Healthcare,AWS,Large,South America,Standard
763,"Jenkins, Spence and Davis",Manufacturing,Google Cloud,Small,Europe,Standard
764,Mcdonald PLC,Healthcare,AWS,Medium,North America,Premium
765,"Snyder, Hernandez and Hardy",Finance,Azure,Medium,Asia Pacific,Premium
766,Brooks-Payne,Technology,Google Cloud,Enterprise,North America,Enterprise
767,Finley PLC,Finance,AWS,Large,South America,Enterprise
768,Marshall LLC,Technology,AWS,Enterprise,Asia Pacific,Premium
769,Mcgrath Group,Healthcare,Azure,Small,Asia Pacific,Standard
770,Hunt PLC,Technology,AWS,Medium,Europe,Standard
771,"Davis, Brandt and Hill",Healthcare,Google Cloud,Medium,Asia Pacific,Enterprise
772,"Jackson, Meyers and Hoffman",Technology,Google Cloud,Small,North America,Premium
773,Rivera-Burnett,Healthcare,Google Cloud,Medium,North America,Standard
774,Miller Ltd,Retail,Google Cloud,Large,Asia Pacific,Premium
775,"Holt, Robinson and Gilbert",Technology,Azure,Enterprise,Asia Pacific,Standard
776,Lewis Ltd,Technology,Azure,Enterprise,North America,Standard
