customer_id,month,storage_used_tb
146,7,3.52
146,8,4.33
146,9,4.9
146,10,5.29
146,11,5.73
146,12,5.95
147,1,0.27
147,2,0.63
147,3,0.93
147,4,1.6
147,5,1.75
147,6,2.37
147,7,2.48
147,8,2.9
147,9,3.7
147,10,4.51
147,11,4.8
147,12,5.38
148,1,0.83
148,2,1.75
148,3,1.97
148,4,2.78
148,5,2.92
148,6,3.77
148,7,3.92
148,8,4.74
148,9,5.53
148,10,6.29
148,11,7.22
148,12,7.96
149,1,0.66
149,2,1.43
149,3,1.54
149,4,2.13
149,5,2.26
149,6,2.64
149,7,2.87
149,8,3.2
149,9,3.81
149,10,4.75
149,11,5.29
149,12,5.68
150,1,0.56
150,2,1.11
150,3,1.35
150,4,2.28
150,5,3.1
150,6,3.25
150,7,3.44
150,8,3.9
150,9,4.66
150,10,5.11
150,11,5.79
150,12,5.93
151,1,0.82
151,2,1.45
151,3,2.37
151,4,2.63
151,5,3.5
151,6,3.68
151,7,4.32
151,8,4.95
151,9,5.85
151,10,6.73
151,11,7.58
151,12,8.2
152,1,0.85
152,2,1.67
152,3,2.19
152,4,2.39
152,5,3.16
152,6,4.05
152,7,4.47
152,8,4.79
152,9,5.55
152,10,6.26
152,11,7.21
152,12,8.01
153,1,0.75
153,2,0.91
153,3,1.22
153,4,1.51
153,5,2.44
153,6,2.88
153,7,3.54
153,8,4.32
153,9,4.66
153,10,4.93
153,11,5.44
153,12,5.79
154,1,0.14
154,2,0.5
154,3,0.72
154,4,1.65
154,5,2.16
154,6,2.91
154,7,3.24
154,8,3.64
154,9,4.09
154,10,4.83
154,11,5.69
154,12,5.88
155,1,0.39
155,2,0.79
155,3,1.38
155,4,1.55
155,5,2.01
155,6,2.11
155,7,3.07
155,8,3.43
155,9,3.58
155,10,4.07
155,11,4.6
155,12,5.07
156,1,0.12
156,2,0.9
156,3,1.85
156,4,2.36
156,5,2.94
156,6,3.63
156,7,4.28
156,8,5.12
156,9,5.98
156,10,6.33
156,11,6.98
156,12,7.28
157,1,0.5
157,2,1.4
157,3,2.13
157,4,2.36
157,5,2.99
157,6,3.72
157,7,4.44
157,8,5.37
157,9,6.26
157,10,6.53
157,11,6.73
157,12,7.34
158,1,0.64
158,2,1.28
158,3,2.15
158,4,2.51
158,5,3.35
158,6,4.14
158,7,4.95
158,8,5.14
158,9,5.49
158,10,5.92
158,11,6.36
158,12,6.95
159,1,0.9
159,2,1.48
159,3,1.81
159,4,2.61
159,5,3.08
159,6,3.44
159,7,3.8
159,8,4.1
159,9,4.69
159,10,5.37
159,11,6.25
159,12,6.58
160,1,0.82
160,2,1.25
160,3,2.13
160,4,2.54
160,5,2.94
160,6,3.69
160,7,4.54
160,8,5.34
160,9,5.84
160,10,6.42
160,11,6.58
160,12,7.23
161,1,0.73
161,2,1.33
161,3,1.95
161,4,2.46
161,5,2.68
161,6,2.85
161,7,3.76
161,8,3.93
161,9,4.6
161,10,4.81
161,11,5.6
161,12,5.9
162,1,0.24
162,2,0.76
162,3,1.7
162,4,1.99
162,5,2.88
162,6,3.32
162,7,3.97
162,8,4.62
162,9,5.4
162,10,5.93
162,11,6.89
162,12,7.71
163,1,0.49
163,2,1.05
163,3,1.75
163,4,2.18
163,5,2.79
163,6,3.25
163,7,4.21
163,8,4.75
163,9,5.31
163,10,6.15
163,11,6.84
163,12,7.36
164,1,0.95
164,2,1.28
164,3,1.89
164,4,2.08
164,5,2.74
164,6,3.63
164,7,4.27
164,8,5.05
164,9,5.88
164,10,6.08
164,11,6.88
164,12,7.26
165,1,0.93
165,2,1.75
165,3,2.1
165,4,2.44
165,5,2.9
165,6,3.13
165,7,3.26
165,8,3.45
165,9,3.88
165,10,4.67
165,11,4.93
165,12,5.57
166,1,0.64
166,2,1.11
166,3,1.63
166,4,2.41
166,5,2.9
166,6,3.87
166,7,4.58
166,8,5.41
166,9,5.72
166,10,5.97
166,11,6.78
166,12,7.21
167,1,0.28
167,2,0.81
167,3,0.97
167,4,1.43
167,5,1.98
167,6,2.34
167,7,2.81
167,8,3.35
167,9,3.51
167,10,3.72
167,11,3.85
167,12,4.33
168,1,0.59
168,2,1.22
168,3,1.46
168,4,1.96
168,5,2.93
168,6,3.88
168,7,4.49
168,8,5.15
168,9,5.88
168,10,6.39
168,11,7.34
168,12,7.5
169,1,0.64
169,2,1.57
169,3,1.85
169,4,2.55
169,5,3.16
169,6,3.93
169,7,4.63
169,8,4.99
169,9,5.86
169,10,6.29
169,11,6.73
169,12,7.26
170,1,0.19
170,2,0.33
170,3,0.8
170,4,1.51
170,5,1.96
170,6,2.86
170,7,3.44
170,8,4.33
170,9,4.47
170,10,4.8
170,11,5.22
170,12,5.93
171,1,0.55
171,2,0.99
171,3,1.85
171,4,2.24
171,5,2.5
171,6,2.73
171,7,2.94
171,8,3.69
171,9,3.83
171,10,4.6
171,11,5.52
171,12,5.92
172,1,0.69
172,2,1.59
172,3,2.25
172,4,2.62
172,5,2.82
172,6,3.15
172,7,3.81
172,8,3.98
172,9,4.66
172,10,4.76
172,11,5.67
172,12,6.59
173,1,0.1
173,2,0.53
173,3,1.27
173,4,1.85
173,5,2.7
173,6,2.94
173,7,3.85
173,8,3.98
173,9,4.81
173,10,5.28
173,11,5.84
173,12,6.35
174,1,0.79
174,2,1.73
174,3,2.54
174,4,3.42
174,5,4.01
174,6,4.81
174,7,5.44
174,8,5.66
174,9,5.83
174,10,6.31
174,11,6.5
174,12,6.81
175,1,0.33
175,2,1.04
175,3,1.58
175,4,2.54
175,5,2.99
175,6,3.41
175,7,4.04
175,8,4.14
175,9,4.89
175,10,5.54
175,11,5.73
175,12,6.41
176,1,0.41
176,2,1.23
176,3,1.41
176,4,1.71
176,5,2.51
176,6,3.22
176,7,3.47
176,8,4.41
176,9,5.35
176,10,6.2
176,11,6.34
176,12,6.76
177,1,0.15
177,2,0.27
177,3,0.46
177,4,1.31
177,5,2.03
177,6,2.45
177,7,3.32
177,8,4.23
177,9,5.06
177,10,5.68
177,11,6.01
177,12,6.59
178,1,0.88
178,2,1.45
178,3,1.61
178,4,1.94
178,5,2.04
178,6,2.73
178,7,3.49
178,8,3.71
178,9,4.42
178,10,4.79
178,11,5.76
178,12,6.27
179,1,0.7
179,2,1.07
179,3,1.35
179,4,1.72
179,5,2.52
179,6,3.21
179,7,3.71
179,8,4.14
179,9,4.61
179,10,5.05
179,11,5.88
179,12,6.5
180,1,0.26
180,2,0.55
180,3,1.52
180,4,1.83
180,5,2.75
180,6,3.39
180,7,3.49
180,8,4.4
180,9,5.33
180,10,5.95
180,11,6.76
180,12,6.93
181,1,0.77
181,2,0.99
181,3,1.17
181,4,1.57
181,5,2.37
181,6,3.09
181,7,4.05
181,8,4.55
181,9,4.98
181,10,5.49
181,11,5.62
181,12,6.33
182,1,0.68
182,2,1.42
182,3,2.06
182,4,2.9
182,5,3.47
182,6,4.38
182,7,4.53
182,8,4.65
182,9,5.05
182,10,5.59
182,11,6.04
182,12,6.92
183,1,0.83
183,2,1.46
183,3,1.63
183,4,2.56
183,5,2.66
183,6,2.87
183,7,3.84
183,8,4.01
183,9,4.6
183,10,5.21
183,11,5.99
183,12,6.23
184,1,0.3
184,2,0.46
184,3,1.04
184,4,1.91
184,5,2.32
184,6,2.78
184,7,3.69
184,8,3.95
184,9,4.14
184,10,4.69
184,11,5.6
184,12,6.33
185,1,0.71
185,2,1.65
185,3,2.21
185,4,2.41
185,5,2.6
185,6,3.29
185,7,3.7
185,8,4.57
185,9,5.54
185,10,6.19
185,11,6.45
185,12,6.7
186,1,0.61
186,2,1.32
186,3,1.65
186,4,2.45
186,5,2.78
186,6,3.5
186,7,3.95
186,8,4.86
186,9,5.76
186,10,6.6
186,11,7.21
186,12,7.46
187,1,0.21
187,2,0.35
187,3,0.97
187,4,1.8
187,5,2.51
187,6,2.85
187,7,3.42
187,8,3.58
187,9,3.84
187,10,4.76
187,11,5.01
187,12,5.81
188,1,0.39
188,2,1.01
188,3,1.37
188,4,1.62
188,5,1.78
188,6,1.98
188,7,2.5
188,8,2.84
188,9,3.27
188,10,3.42
188,11,3.82
188,12,4.37
189,1,0.15
189,2,0.81
189,3,1.39
189,4,1.59
189,5,2.52
189,6,3.45
189,7,3.55
189,8,4.08
189,9,4.27
189,10,4.67
189,11,5.61
189,12,6.34
190,1,0.49
190,2,0.76
190,3,1.72
190,4,1.95
190,5,2.1
190,6,2.98
190,7,3.95
190,8,4.46
190,9,5.21
190,10,5.69
190,11,6.29
190,12,6.71
191,1,0.26
191,2,0.78
191,3,1.31
191,4,1.57
191,5,2.45
191,6,3.29
191,7,4.04
191,8,4.27
191,9,4.37
191,10,4.7
191,11,5.17
191,12,5.78
192,1,0.75
192,2,1.32
192,3,2.2
192,4,3.09
192,5,3.98
192,6,4.86
192,7,5.02
192,8,5.5
192,9,6.4
192,10,7.07
192,11,7.37
192,12,7.51
193,1,0.71
193,2,1.45
193,3,1.88
193,4,2.06
193,5,2.96
193,6,3.48
193,7,4.29
193,8,4.44
193,9,4.66
193,10,5.02
193,11,5.15
193,12,5.39
194,1,0.24
194,2,0.35
194,3,0.63
194,4,1.21
194,5,2.04
194,6,2.16
194,7,2.94
194,8,3.85
194,9,4.02
194,10,4.75
194,11,5.4
194,12,6.24
195,1,0.31
195,2,1.11
195,3,2.0
195,4,2.84
195,5,3.63
195,6,4.43
195,7,4.74
195,8,4.92
195,9,5.08
195,10,5.95
195,11,6.57
195,12,6.87
196,1,0.52
196,2,0.82
196,3,1.12
196,4,1.63
196,5,2.22
196,6,2.78
196,7,3.59
196,8,4.16
196,9,5.07
196,10,5.23
196,11,6.13
196,12,7.09
197,1,0.13
197,2,0.35
197,3,0.66
197,4,1.17
197,5,1.62
197,6,2.5
197,7,3.25
197,8,3.35
197,9,4.1
197,10,4.63
197,11,5.32
197,12,5.82
198,1,0.47
198,2,0.71
198,3,1.21
198,4,1.71
198,5,1.84
198,6,2.71
198,7,3.28
198,8,3.7
198,9,4.12
198,10,4.96
198,11,5.73
198,12,6.37
199,1,0.16
199,2,1.06
199,3,1.44
199,4,1.81
199,5,1.96
199,6,2.17
199,7,2.9
199,8,3.55
199,9,3.87
199,10,4.44
199,11,5.11
199,12,5.91
200,1,0.2
200,2,0.81
200,3,1.13
200,4,2.06
200,5,2.75
200,6,3.03
200,7,3.35
200,8,3.6
200,9,4.33
200,10,5.0
200,11,5.94
200,12,6.73
201,1,0.9
201,2,1.01
201,3,1.57
201,4,1.8
201,5,2.61
201,6,3.1
201,7,4.07
201,8,4.96
201,9,5.64
201,10,5.97
201,11,6.36
201,12,6.53
202,1,0.63
202,2,1.28
202,3,2.07
202,4,2.82
202,5,3.3
202,6,3.99
202,7,4.44
202,8,4.55
202,9,5.3
202,10,5.99
202,11,6.82
202,12,7.21
203,1,0.54
203,2,1.07
203,3,1.61
203,4,1.91
203,5,2.46
203,6,3.42
203,7,3.63
203,8,4.12
203,9,4.6
203,10,4.89
203,11,5.16
203,12,5.5
204,1,0.56
204,2,1.37
204,3,2.09
204,4,2.2
204,5,3.11
204,6,4.03
204,7,4.82
204,8,5.05
204,9,6.01
204,10,6.56
204,11,7.42
204,12,7.94
205,1,0.78
205,2,1.13
205,3,1.74
205,4,2.7
205,5,2.88
205,6,3.47
205,7,3.65
205,8,4.6
205,9,5.47
205,10,6.18
205,11,6.87
205,12,7.04
206,1,0.35
206,2,0.55
206,3,1.19
206,4,1.72
206,5,2.37
206,6,3.26
206,7,3.66
206,8,4.29
206,9,4.71
206,10,5.54
206,11,6.41
206,12,6.71
207,1,0.12
207,2,0.83
207,3,1.3
207,4,2.14
207,5,3.07
207,6,3.18
207,7,3.7
207,8,4.04
207,9,4.59
207,10,5.54
207,11,6.52
207,12,6.76
208,1,0.38
208,2,0.71
208,3,1.17
208,4,2.07
208,5,2.58
208,6,3.2
208,7,3.36
208,8,4.08
208,9,5.03
208,10,5.83
208,11,6.66
208,12,7.18
209,1,0.27
209,2,0.88
209,3,1.65
209,4,2.17
209,5,2.44
209,6,3.01
209,7,3.6
209,8,3.88
209,9,4.61
209,10,5.56
209,11,5.94
209,12,6.57
210,1,0.89
210,2,1.71
210,3,2.13
210,4,3.05
210,5,4.0
210,6,4.3
210,7,4.6
210,8,5.49
210,9,6.41
210,10,7.16
210,11,7.58
210,12,7.92
211,1,0.21
211,2,0.47
211,3,0.94
211,4,1.23
211,5,1.64
211,6,2.1
211,7,2.64
211,8,3.19
211,9,3.46
211,10,4.37
211,11,5.18
211,12,5.7
212,1,0.8
212,2,1.56
212,3,1.93
212,4,2.84
212,5,3.82
212,6,4.67
212,7,5.2
212,8,5.78
212,9,6.12
212,10,6.63
212,11,6.82
212,12,7.25
213,1,0.65
213,2,1.02
213,3,1.37
213,4,1.78
213,5,2.52
213,6,3.31
213,7,4.16
213,8,4.4
213,9,4.73
213,10,5.6
213,11,6.52
213,12,7.05
214,1,0.92
214,2,1.37
214,3,2.12
214,4,2.83
214,5,3.74
214,6,4.11
214,7,4.57
214,8,5.13
214,9,5.75
214,10,6.48
214,11,6.71
214,12,7.0
215,1,0.55
215,2,1.0
215,3,1.3
215,4,2.16
215,5,3.09
215,6,3.22
215,7,3.4
215,8,4.08
215,9,4.66
215,10,4.91
215,11,5.58
215,12,6.18
216,1,0.74
216,2,1.47
216,3,2.38
216,4,2.51
216,5,2.63
216,6,3.04
216,7,3.52
216,8,4.18
216,9,4.67
216,10,5.5
216,11,6.18
216,12,6.75
217,1,0.68
217,2,1.14
217,3,1.28
217,4,1.86
217,5,2.33
217,6,2.94
217,7,3.82
217,8,4.13
217,9,4.95
217,10,5.69
217,11,6.53
217,12,7.47
218,1,0.84
218,2,1.54
218,3,2.49
218,4,3.2
218,5,3.81
218,6,4.74
218,7,4.87
218,8,5.81
218,9,6.57
218,10,6.73
218,11,7.55
218,12,7.69
219,1,0.66
219,2,1.56
219,3,1.87
219,4,2.0
219,5,2.81
219,6,3.35
219,7,3.92
219,8,4.53
219,9,5.36
219,10,5.51
219,11,5.81
219,12,6.05
220,1,0.56
220,2,0.97
220,3,1.82
220,4,2.72
220,5,3.54
220,6,3.84
220,7,4.29
220,8,5.14
220,9,5.82
220,10,6.76
220,11,7.62
220,12,7.92
221,1,0.23
221,2,1.11
221,3,1.9
221,4,2.44
221,5,3.04
221,6,3.26
221,7,4.14
221,8,4.34
221,9,4.93
221,10,5.87
221,11,6.47
221,12,6.78
222,1,0.81
222,2,1.19
222,3,1.31
222,4,1.8
222,5,2.44
222,6,2.85
222,7,3.51
222,8,3.68
222,9,4.18
222,10,5.04
222,11,5.65
222,12,6.33
223,1,0.72
223,2,1.15
223,3,1.46
223,4,2.35
223,5,2.48
223,6,2.8
223,7,3.41
223,8,4.31
223,9,5.25
223,10,5.71
223,11,6.26
223,12,6.65
224,1,0.33
224,2,0.66
224,3,1.32
224,4,2.12
224,5,2.95
224,6,3.33
224,7,3.56
224,8,3.95
224,9,4.4
224,10,4.68
224,11,5.54
224,12,6.05
225,1,0.32
225,2,1.24
225,3,1.37
225,4,2.11
225,5,2.45
225,6,2.63
225,7,3.32
225,8,4.13
225,9,4.36
225,10,4.71
225,11,5.38
225,12,5.8
226,1,0.75
226,2,1.58
226,3,2.54
226,4,3.44
226,5,4.09
226,6,4.9
226,7,5.7
226,8,6.32
226,9,6.43
226,10,6.53
226,11,6.71
226,12,7.32
227,1,0.22
227,2,0.74
227,3,1.47
227,4,1.66
227,5,2.2
227,6,2.87
227,7,3.05
227,8,3.49
227,9,3.95
227,10,4.42
227,11,4.72
227,12,4.86
228,1,0.13
228,2,0.46
228,3,1.16
228,4,1.82
228,5,2.34
228,6,3.11
228,7,3.61
228,8,4.03
228,9,4.35
228,10,4.77
228,11,5.08
228,12,5.46
229,1,0.75
229,2,1.22
229,3,1.47
229,4,1.7
229,5,2.27
229,6,2.99
229,7,3.49
229,8,4.4
229,9,4.84
229,10,4.98
229,11,5.51
229,12,6.29
230,1,0.89
230,2,1.5
230,3,2.1
230,4,3.0
230,5,3.18
230,6,3.41
230,7,3.6
230,8,3.9
230,9,4.49
230,10,4.91
230,11,5.27
230,12,5.84
231,1,0.86
231,2,1.51
231,3,2.41
231,4,2.56
231,5,2.93
231,6,3.47
231,7,4.1
231,8,4.55
231,9,5.03
231,10,5.62
231,11,6.05
231,12,6.48
232,1,0.69
232,2,1.31
232,3,1.68
232,4,2.11
232,5,2.83
232,6,3.42
232,7,3.93
232,8,4.43
232,9,4.86
232,10,5.76
232,11,6.52
232,12,6.76
233,1,0.35
233,2,0.49
233,3,0.66
233,4,1.37
233,5,1.59
233,6,2.22
233,7,3.1
233,8,3.22
233,9,3.39
233,10,3.51
233,11,3.99
233,12,4.61
234,1,0.81
234,2,1.06
234,3,1.24
234,4,1.99
234,5,2.5
234,6,3.28
234,7,3.41
234,8,3.77
234,9,4.09
234,10,4.36
234,11,4.91
234,12,5.13
235,1,0.95
235,2,1.92
235,3,2.61
235,4,3.19
235,5,3.6
235,6,4.1
235,7,4.65
235,8,4.93
235,9,5.12
235,10,5.85
235,11,6.79
235,12,7.02
236,1,0.13
236,2,0.85
236,3,1.14
236,4,1.67
236,5,2.33
236,6,2.77
236,7,2.93
236,8,3.42
236,9,3.74
236,10,4.28
236,11,5.17
236,12,5.79
237,1,0.28
237,2,1.14
237,3,1.84
237,4,2.73
237,5,2.98
237,6,3.54
237,7,4.4
237,8,5.21
237,9,5.59
237,10,6.34
237,11,6.94
237,12,7.14
238,1,0.34
238,2,1.28
238,3,1.6
238,4,2.52
238,5,2.87
238,6,3.45
238,7,3.66
238,8,4.01
238,9,4.1
238,10,4.68
238,11,5.03
238,12,5.8
239,1,0.74
239,2,1.21
239,3,1.54
239,4,1.74
239,5,2.67
239,6,3.03
239,7,3.26
239,8,4.02
239,9,4.89
239,10,5.03
239,11,5.89
239,12,6.33
240,1,0.27
240,2,1.05
240,3,1.44
240,4,1.96
240,5,2.66
240,6,2.85
240,7,3.79
240,8,4.73
240,9,5.29
240,10,5.39
240,11,5.86
240,12,6.46
241,1,0.56
241,2,0.94
241,3,1.35
241,4,2.0
241,5,2.88
241,6,3.56
241,7,3.82
241,8,4.72
241,9,5.16
241,10,5.47
241,11,5.6
241,12,6.46
242,1,0.32
242,2,0.78
242,3,1.32
242,4,1.47
242,5,2.05
242,6,2.98
242,7,3.43
242,8,3.74
242,9,4.11
242,10,4.52
242,11,5.34
242,12,5.65
243,1,0.37
243,2,0.49
243,3,0.99
243,4,1.41
243,5,2.06
243,6,2.76
243,7,2.96
243,8,3.3
243,9,4.18
243,10,4.8
243,11,4.91
243,12,5.56
244,1,0.47
244,2,0.79
244,3,1.36
244,4,1.72
244,5,1.96
244,6,2.14
244,7,2.27
244,8,2.67
244,9,3.43
244,10,3.98
244,11,4.63
244,12,5.46
245,1,0.78
245,2,1.13
245,3,1.25
245,4,1.67
245,5,2.56
245,6,3.22
245,7,3.5
245,8,4.14
245,9,4.6
245,10,5.09
245,11,6.0
245,12,6.37
246,1,0.21
246,2,0.63
246,3,0.78
246,4,1.53
246,5,2.06
246,6,3.01
246,7,3.85
246,8,4.45
246,9,4.78
246,10,5.17
246,11,5.53
246,12,5.99
247,1,0.26
247,2,0.55
247,3,0.72
247,4,1.69
247,5,2.65
247,6,2.94
247,7,3.65
247,8,4.35
247,9,5.08
247,10,5.67
247,11,5.87
247,12,6.81
248,1,0.13
248,2,0.71
248,3,1.22
248,4,2.13
248,5,3.08
248,6,3.98
248,7,4.1
248,8,4.23
248,9,4.72
248,10,5.26
248,11,6.2
248,12,6.82
249,1,0.82
249,2,1.0
249,3,1.6
249,4,2.05
249,5,2.83
249,6,3.33
249,7,3.43
249,8,4.34
249,9,5.2
249,10,6.12
249,11,6.67
249,12,7.21
250,1,0.92
250,2,1.74
250,3,2.66
250,4,3.14
250,5,3.26
250,6,3.84
250,7,4.13
250,8,4.7
250,9,5.38
250,10,5.91
250,11,6.7
250,12,7.33
251,1,0.14
251,2,0.98
251,3,1.31
251,4,1.73
251,5,2.0
251,6,2.62
251,7,2.96
251,8,3.91
251,9,4.46
251,10,5.01
251,11,5.53
251,12,5.85
252,1,0.87
252,2,1.18
252,3,1.56
252,4,1.85
252,5,2.37
252,6,3.33
252,7,4.06
252,8,4.17
252,9,4.99
252,10,5.38
252,11,5.68
252,12,6.6
253,1,0.56
253,2,1.16
253,3,1.39
253,4,1.5
253,5,1.78
253,6,2.61
253,7,2.74
253,8,2.85
253,9,3.75
253,10,4.38
253,11,4.81
253,12,5.38
254,1,0.89
254,2,1.34
254,3,2.18
254,4,2.71
254,5,3.25
254,6,3.64
254,7,4.05
254,8,4.46
254,9,4.86
254,10,5.51
254,11,5.69
254,12,6.41
255,1,0.89
255,2,1.73
255,3,2.64
255,4,3.56
255,5,3.74
255,6,3.98
255,7,4.77
255,8,4.99
255,9,5.36
255,10,5.82
255,11,6.33
255,12,7.05
256,1,0.82
256,2,1.48
256,3,2.19
256,4,2.36
256,5,2.9
256,6,3.04
256,7,3.92
256,8,4.59
256,9,5.03
256,10,5.37
256,11,5.56
256,12,6.47
257,1,0.67
257,2,1.19
257,3,2.03
257,4,3.01
257,5,3.62
257,6,4.55
257,7,4.88
257,8,5.31
257,9,5.84
257,10,6.59
257,11,6.77
257,12,7.29
258,1,0.61
258,2,0.77
258,3,1.19
258,4,1.49
258,5,1.74
258,6,2.15
258,7,2.55
258,8,2.85
258,9,3.13
258,10,3.4
258,11,3.72
258,12,4.57
259,1,0.58
259,2,1.21
259,3,1.85
259,4,1.97
259,5,2.8
259,6,3.56
259,7,4.47
259,8,4.71
259,9,4.97
259,10,5.87
259,11,6.03
259,12,6.24
260,1,0.5
260,2,1.3
260,3,1.74
260,4,2.18
260,5,3.06
260,6,3.48
260,7,4.09
260,8,5.05
260,9,5.56
260,10,6.07
260,11,6.43
260,12,6.61
261,1,0.74
261,2,1.11
261,3,1.46
261,4,1.64
261,5,2.59
261,6,2.85
261,7,3.64
261,8,3.96
261,9,4.85
261,10,5.5
261,11,5.67
261,12,6.39
262,1,0.32
262,2,1.0
262,3,1.88
262,4,2.84
262,5,3.35
262,6,4.09
262,7,4.93
262,8,5.62
262,9,5.89
262,10,6.41
262,11,6.89
262,12,7.55
263,1,0.56
263,2,0.92
263,3,1.53
263,4,2.37
263,5,3.02
263,6,3.91
263,7,4.54
263,8,4.7
263,9,4.93
263,10,5.8
263,11,6.5
263,12,7.2
264,1,0.21
264,2,1.08
264,3,1.45
264,4,1.82
264,5,2.48
264,6,3.27
264,7,3.37
264,8,3.88
264,9,4.75
264,10,5.03
264,11,5.91
264,12,6.54
265,1,0.56
265,2,0.69
265,3,1.54
265,4,2.09
265,5,2.81
265,6,3.65
265,7,4.54
265,8,5.12
265,9,5.88
265,10,6.41
265,11,6.77
265,12,7.26
266,1,0.68
266,2,1.02
266,3,1.92
266,4,2.85
266,5,3.29
266,6,3.57
266,7,4.25
266,8,4.68
266,9,5.2
266,10,5.8
266,11,6.65
266,12,7.24
267,1,0.32
267,2,0.49
267,3,0.65
267,4,1.43
267,5,1.64
267,6,1.88
267,7,2.04
267,8,2.9
267,9,3.46
267,10,3.87
267,11,4.63
267,12,5.04
268,1,0.57
268,2,0.73
268,3,1.0
268,4,1.8
268,5,2.54
268,6,3.1
268,7,3.54
268,8,4.08
268,9,4.66
268,10,4.91
268,11,5.14
268,12,6.06
269,1,0.19
269,2,0.5
269,3,1.11
269,4,1.84
269,5,2.08
269,6,2.82
269,7,3.42
269,8,4.22
269,9,4.63
269,10,4.75
269,11,4.91
269,12,5.36
270,1,0.68
270,2,0.82
270,3,1.65
270,4,1.83
270,5,2.59
270,6,2.88
270,7,3.11
270,8,3.62
270,9,4.47
270,10,4.73
270,11,5.28
270,12,5.63
271,1,0.34
271,2,1.27
271,3,1.76
271,4,2.24
271,5,2.58
271,6,2.98
271,7,3.32
271,8,4.14
271,9,4.57
271,10,5.24
271,11,6.22
271,12,6.7
272,1,0.93
272,2,1.69
272,3,1.96
272,4,2.12
272,5,2.51
272,6,3.48
272,7,4.31
272,8,4.81
272,9,5.23
272,10,5.8
272,11,6.74
272,12,7.16
273,1,0.59
273,2,1.06
273,3,1.98
273,4,2.93
273,5,3.71
273,6,4.1
273,7,4.79
273,8,4.97
273,9,5.45
273,10,6.24
273,11,6.68
273,12,6.91
274,1,0.77
274,2,1.25
274,3,2.13
274,4,2.65
274,5,2.83
274,6,3.75
274,7,4.65
274,8,4.89
274,9,5.84
274,10,6.65
274,11,6.86
274,12,7.81
275,1,0.8
275,2,1.6
275,3,1.98
275,4,2.91
275,5,3.51
275,6,4.23
275,7,4.6
275,8,5.04
275,9,5.83
275,10,6.7
275,11,6.89
275,12,7.57
276,1,0.78
276,2,1.12
276,3,1.22
276,4,1.78
276,5,2.51
276,6,3.07
276,7,3.88
276,8,3.98
276,9,4.67
276,10,5.0
276,11,5.24
276,12,6.03
277,1,0.87
277,2,1.63
277,3,2.08
277,4,2.27
277,5,2.91
277,6,3.04
277,7,3.69
277,8,4.2
277,9,4.77
277,10,5.39
277,11,5.77
277,12,6.38
278,1,0.17
278,2,0.35
278,3,0.94
278,4,1.48
278,5,2.43
278,6,3.11
278,7,3.67
278,8,4.23
278,9,4.39
278,10,4.88
278,11,5.21
278,12,5.82
279,1,0.7
279,2,1.17
279,3,1.69
279,4,2.16
279,5,2.54
279,6,3.05
279,7,3.74
279,8,4.3
279,9,4.78
279,10,5.31
279,11,6.14
279,12,6.7
280,1,0.2
280,2,0.67
280,3,0.93
280,4,1.2
280,5,1.79
280,6,2.7
280,7,3.13
280,8,3.8
280,9,4.22
280,10,4.85
280,11,5.66
280,12,5.82
281,1,0.85
281,2,1.79
281,3,2.14
281,4,2.85
281,5,3.53
281,6,4.46
281,7,4.9
281,8,5.69
281,9,6.28
281,10,6.46
281,11,7.03
281,12,7.69
282,1,0.17
282,2,0.86
282,3,1.64
282,4,2.16
282,5,3.0
282,6,3.53
282,7,3.87
282,8,4.83
282,9,5.42
282,10,5.8
282,11,6.51
282,12,7.15
283,1,0.45
283,2,0.91
283,3,1.34
283,4,2.02
283,5,2.72
283,6,3.16
283,7,3.53
283,8,3.65
283,9,3.92
283,10,4.88
283,11,5.84
283,12,6.6
284,1,0.35
284,2,0.61
284,3,1.05
284,4,1.32
284,5,1.99
284,6,2.68
284,7,3.29
284,8,3.69
284,9,3.87
284,10,4.16
284,11,5.05
284,12,5.7
285,1,0.82
285,2,1.32
285,3,1.46
285,4,1.93
285,5,2.89
285,6,3.29
285,7,3.94
285,8,4.18
285,9,4.52
285,10,5.17
285,11,5.32
285,12,5.62
286,1,0.77
286,2,1.57
286,3,2.14
286,4,2.84
286,5,3.1
286,6,3.38
286,7,3.57
286,8,3.93
286,9,4.44
286,10,5.37
286,11,5.51
286,12,5.61
287,1,0.45
287,2,1.16
287,3,1.42
287,4,2.32
287,5,2.54
287,6,3.13
287,7,3.37
287,8,3.78
287,9,4.71
287,10,5.5
287,11,6.22
287,12,6.5
288,1,0.47
288,2,0.67
288,3,0.78
288,4,1.37
288,5,2.22
288,6,2.49
288,7,3.22
288,8,3.43
288,9,4.23
288,10,5.03
288,11,5.17
288,12,5.61
289,1,0.42
289,2,0.76
289,3,1.37
289,4,1.48
289,5,2.4
289,6,2.94
289,7,3.88
289,8,4.19
289,9,4.57
289,10,4.88
289,11,5.66
289,12,6.09
290,1,0.79
290,2,1.49
290,3,1.64
290,4,2.19
290,5,2.9
290,6,3.18
290,7,3.91
290,8,4.5
290,9,4.72
290,10,5.05
290,11,5.25
290,12,5.74
291,1,0.88
291,2,1.22
291,3,1.83
291,4,2.29
291,5,2.52
291,6,2.88
291,7,3.37
291,8,4.01
291,9,4.19
291,10,4.8
291,11,4.96
291,12,5.85
292,1,0.86
292,2,1.15
