recovery_id,job_id,customer_id,recovery_status,recovery_duration_min
874,13955,280,Failed,144.54
875,13967,280,Failed,172.31
876,14010,281,Partially Successful,74.44
877,14060,282,Successful,157.36
878,14062,282,Successful,32.6
879,14067,282,Successful,169.24
880,14083,282,Partially Successful,159.27
881,14094,282,Failed,177.74
882,14098,282,Successful,89.59
883,14119,283,Successful,70.95
884,14202,285,Failed,80.16
885,14209,285,Successful,107.99
886,14212,285,Successful,173.79
887,14222,285,Successful,114.14
888,14234,285,Successful,20.86
889,14235,285,Successful,74.66
890,14236,285,Failed,75.77
891,14237,285,Successful,54.14
892,14242,285,Failed,158.73
893,14250,285,Successful,170.07
894,14325,287,Partially Successful,115.6
895,14326,287,Failed,129.74
896,14336,287,Successful,77.13
897,14338,287,Successful,107.11
898,14344,287,Partially Successful,26.72
899,14345,287,Partially Successful,174.1
900,14357,288,Failed,97.19
901,14367,288,Successful,46.23
902,14369,288,Successful,27.93
903,14431,289,Failed,112.65
904,14454,290,Failed,131.08
905,14461,290,Partially Successful,21.32
906,14465,290,Failed,116.02
907,14472,290,Partially Successful,27.77
908,14478,290,Successful,55.31
909,14532,291,Failed,153.64
910,14567,292,Failed,36.04
911,14577,292,Failed,178.64
912,14587,292,Successful,162.86
913,14592,292,Successful,83.89
914,14598,292,Failed,83.26
915,14600,292,Successful,56.28
916,14660,294,Partially Successful,110.14
917,14701,295,Partially Successful,157.83
918,14705,295,Successful,84.31
919,14717,295,Successful,92.08
920,14718,295,Failed,100.37
921,14725,295,Partially Successful,116.57
922,14729,295,Failed,65.88
923,14730,295,Partially Successful,146.75
924,14731,295,Partially Successful,116.9
925,14738,295,Failed,20.35
926,14741,295,Failed,38.08
927,14750,295,Successful,54.58
928,14762,296,Failed,142.07
929,14765,296,Partially Successful,112.98
930,14768,296,Failed,139.78
931,14781,296,Failed,100.75
932,14782,296,Successful,63.3
933,14790,296,Partially Successful,20.33
934,14801,297,Partially Successful,177.54
935,14803,297,Successful,160.86
936,14810,297,Partially Successful,113.8
937,14848,297,Successful,72.86
938,14946,299,Failed,134.89
939,14971,300,Successful,29.62
940,14983,300,Partially Successful,159.38
941,15013,301,Failed,146.66
942,15054,302,Successful,146.4
943,15070,302,Failed,140.55
944,15071,302,Partially Successful,104.74
945,15075,302,Successful,72.51
946,15132,303,Successful,37.04
947,15142,303,Partially Successful,55.08
948,15146,303,Successful,36.7
949,15149,303,Successful,120.21
950,15191,304,Partially Successful,97.86
951,15223,305,Partially Successful,161.55
952,15241,305,Successful,129.76
953,15256,306,Successful,95.86
954,15280,306,Successful,171.2
955,15281,306,Successful,76.7
956,15283,306,Failed,173.64
957,15288,306,Failed,161.0
958,15290,306,Failed,59.38
959,15297,306,Partially Successful,127.11
960,15301,307,Partially Successful,75.65
961,15308,307,Failed,62.38
962,15311,307,Successful,40.07
963,15329,307,Failed,48.69
964,15332,307,Partially Successful,49.36
965,15354,308,Failed,33.06
966,15358,308,Failed,73.46
967,15361,308,Failed,83.78
968,15381,308,Failed,118.48
969,15385,308,Partially Successful,71.58
970,15390,308,Failed,74.13
971,15395,308,Failed,90.43
972,15405,309,Successful,151.42
973,15425,309,Failed,170.0
974,15432,309,Successful,123.79
975,15453,310,Successful,174.48
976,15479,310,Successful,175.36
977,15522,311,Partially Successful,169.26
978,15581,312,Successful,67.69
979,15602,313,Partially Successful,40.72
980,15619,313,Failed,156.14
981,15629,313,Successful,152.13
982,15633,313,Successful,91.87
983,15643,313,Partially Successful,105.05
984,15646,313,Successful,173.54
985,15658,314,Successful,143.88
986,15780,316,Successful,163.15
987,15862,318,Successful,33.51
988,15951,320,Partially Successful,168.2
989,15971,320,Partially Successful,53.5
990,15973,320,Successful,34.6
991,15983,320,Partially Successful,144.56
992,15987,320,Successful,72.82
993,15993,320,Partially Successful,137.91
994,15995,320,Successful,64.05
995,16000,320,Failed,158.53
996,16005,321,Successful,142.61
997,16014,321,Failed,82.61
998,16017,321,Failed,119.24
999,16019,321,Failed,40.0
1000,16020,321,Failed,40.32
1001,16042,321,Partially Successful,21.28
1002,16047,321,Successful,135.29
1003,16058,322,Successful,40.56
1004,16073,322,Successful,177.8
1005,16084,322,Successful,116.86
1006,16090,322,Partially Successful,33.05
1007,16096,322,Failed,148.28
1008,16114,323,Partially Successful,40.22
1009,16116,323,Failed,94.9
1010,16117,323,Failed,85.01
1011,16127,323,Partially Successful,67.39
1012,16129,323,Partially Successful,59.87
1013,16132,323,Successful,133.83
1014,16133,323,Successful,52.38
1015,16139,323,Partially Successful,86.49
1016,16143,323,Successful,33.6
1017,16144,323,Successful,121.12
1018,16150,323,Partially Successful,33.25
1019,16151,324,Failed,130.13
1020,16168,324,Successful,133.55
1021,16174,324,Partially Successful,36.17
1022,16175,324,Failed,143.73
1023,16193,324,Failed,116.8
1024,16195,324,Partially Successful,166.24
1025,16205,325,Successful,118.06
1026,16219,325,Partially Successful,39.79
1027,16256,326,Partially Successful,114.14
1028,16267,326,Partially Successful,112.07
1029,16287,326,Partially Successful,33.96
1030,16354,328,Partially Successful,83.36
1031,16356,328,Failed,92.23
1032,16380,328,Failed,154.43
1033,16398,328,Successful,29.01
1034,16400,328,Failed,113.79
1035,16417,329,Partially Successful,136.44
1036,16456,330,Successful,176.39
1037,16489,330,Partially Successful,74.14
1038,16530,331,Successful,62.53
1039,16547,331,Failed,144.34
1040,16554,332,Partially Successful,64.0
1041,16569,332,Failed,52.32
1042,16576,332,Failed,156.38
1043,16608,333,Successful,163.77
1044,16654,334,Successful,141.25
1045,16668,334,Successful,97.88
1046,16673,334,Successful,128.71
1047,16681,334,Partially Successful,175.69
1048,16684,334,Partially Successful,149.42
1049,16758,336,Successful,176.4
1050,16762,336,Partially Successful,93.35
1051,16772,336,Successful,36.53
1052,16778,336,Successful,39.38
1053,16790,336,Failed,48.84
1054,16793,336,Successful,75.88
1055,16800,336,Partially Successful,92.73
1056,16851,338,Partially Successful,126.37
1057,16854,338,Partially Successful,158.89
1058,16856,338,Failed,36.74
1059,16872,338,Failed,67.03
1060,16887,338,Failed,155.43
1061,16899,338,Partially Successful,124.53
1062,16906,339,Partially Successful,93.81
1063,16909,339,Failed,74.15
1064,16911,339,Partially Successful,23.72
1065,16913,339,Failed,168.22
1066,16919,339,Partially Successful,94.92
1067,16926,339,Failed,78.81
1068,16948,339,Successful,79.74
1069,16951,340,Failed,88.63
1070,16954,340,Failed,61.76
1071,16955,340,Successful,109.49
1072,16974,340,Successful,56.95
1073,16983,340,Successful,131.88
1074,16990,340,Successful,29.56
1075,17058,342,Partially Successful,104.28
1076,17063,342,Partially Successful,178.88
1077,17068,342,Successful,59.8
1078,17080,342,Partially Successful,156.2
1079,17084,342,Partially Successful,136.18
1080,17090,342,Successful,39.09
1081,17093,342,Failed,44.94
1082,17096,342,Failed,87.04
1083,17135,343,Failed,98.94
1084,17153,344,Failed,125.54
1085,17166,344,Partially Successful,54.96
1086,17168,344,Partially Successful,110.89
1087,17181,344,Failed,121.59
1088,17188,344,Partially Successful,28.27
1089,17225,345,Failed,145.83
1090,17240,345,Successful,159.0
1091,17250,345,Failed,65.04
1092,17258,346,Partially Successful,107.49
1093,17265,346,Failed,101.09
1094,17294,346,Failed,59.16
1095,17319,347,Partially Successful,58.19
1096,17334,347,Failed,102.47
1097,17336,347,Successful,115.33
1098,17366,348,Failed,22.24
1099,17368,348,Partially Successful,78.45
1100,17379,348,Partially Successful,92.61
1101,17396,348,Successful,131.88
1102,17400,348,Partially Successful,31.9
1103,17416,349,Partially Successful,150.9
1104,17421,349,Failed,61.9
1105,17424,349,Failed,71.15
1106,17429,349,Partially Successful,59.97
1107,17431,349,Partially Successful,40.2
1108,17432,349,Successful,88.99
1109,17440,349,Successful,90.68
1110,17443,349,Partially Successful,108.89
1111,17451,350,Partially Successful,56.47
1112,17469,350,Partially Successful,171.12
1113,17516,351,Successful,81.08
1114,17519,351,Failed,157.32
1115,17535,351,Failed,89.92
1116,17539,351,Partially Successful,78.39
1117,17544,351,Successful,149.94
1118,17555,352,Successful,72.56
1119,17560,352,Partially Successful,160.77
1120,17568,352,Partially Successful,106.04
1121,17571,352,Partially Successful,80.94
1122,17572,352,Partially Successful,72.04
1123,17619,353,Partially Successful,87.55
1124,17623,353,Successful,115.6
1125,17624,353,Failed,165.36
1126,17645,353,Failed,113.65
1127,17650,353,Failed,115.86
1128,17664,354,Successful,137.61
1129,17706,355,Successful,159.56
1130,17747,355,Partially Successful,83.56
1131,17775,356,Partially Successful,29.49
1132,17801,357,Failed,77.88
1133,17802,357,Successful,41.34
1134,17805,357,Partially Successful,137.52
1135,17843,357,Successful,149.44
1136,17845,357,Partially Successful,37.82
1137,17852,358,Successful,72.86
1138,17856,358,Successful,83.18
1139,17861,358,Failed,24.16
1140,17872,358,Failed,176.61
1141,17873,358,Successful,119.16
1142,17893,358,Successful,136.1
1143,17903,359,Partially Successful,138.17
1144,17906,359,Successful,83.74
1145,17914,359,Failed,56.59
1146,17920,359,Partially Successful,179.37
1147,17922,359,Failed,37.08
1148,17939,359,Failed,23.7
1149,17955,360,Successful,145.88
1150,17958,360,Successful,155.89
1151,17960,360,Partially Successful,137.19
1152,18012,361,Failed,33.79
1153,18064,362,Partially Successful,146.88
1154,18091,362,Successful,84.16
1155,18128,363,Successful,103.69
1156,18167,364,Successful,116.21
1157,18203,365,Failed,164.26
1158,18315,367,Successful,154.28
1159,18318,367,Partially Successful,118.13
1160,18336,367,Failed,51.18
1161,18349,367,Partially Successful,156.08
1162,18352,368,Successful,49.49
1163,18354,368,Partially Successful,27.55
1164,18367,368,Partially Successful,31.15
1165,18374,368,Failed,55.29
1166,18376,368,Failed,100.92
1167,18383,368,Failed,136.74
1168,18392,368,Partially Successful,161.06
1169,18403,369,Partially Successful,94.92
1170,18407,369,Failed,150.47
1171,18412,369,Partially Successful,169.01
1172,18413,369,Successful,84.93
1173,18414,369,Successful,90.02
1174,18416,369,Failed,128.75
1175,18420,369,Failed,145.39
1176,18431,369,Failed,98.67
1177,18443,369,Partially Successful,42.0
1178,18475,370,Partially Successful,40.88
1179,18482,370,Partially Successful,34.46
1180,18483,370,Failed,153.49
1181,18491,370,Successful,86.47
1182,18496,370,Partially Successful,133.77
1183,18497,370,Failed,73.27
1184,18524,371,Failed,167.57
1185,18542,371,Failed,80.48
1186,18556,372,Partially Successful,130.86
1187,18560,372,Partially Successful,124.47
1188,18629,373,Partially Successful,150.55
1189,18653,374,Successful,72.13
1190,18660,374,Successful,158.67
1191,18662,374,Partially Successful,145.65
1192,18668,374,Failed,175.78
1193,18669,374,Failed,63.29
1194,18670,374,Failed,28.79
1195,18672,374,Failed,121.13
1196,18677,374,Failed,39.08
1197,18678,374,Successful,133.67
1198,18709,375,Successful,163.17
1199,18713,375,Successful,21.09
1200,18723,375,Failed,137.37
1201,18744,375,Partially Successful,150.28
1202,18789,376,Successful,80.15
1203,18807,377,Failed,22.77
1204,18812,377,Failed,145.68
1205,18821,377,Partially Successful,35.54
1206,18824,377,Partially Successful,50.79
1207,18831,377,Successful,159.2
1208,18834,377,Failed,81.18
1209,18836,377,Failed,79.84
1210,18839,377,Failed,157.23
1211,18841,377,Failed,101.45
1212,18842,377,Failed,104.79
1213,18843,377,Partially Successful,134.75
1214,18849,377,Successful,112.73
1215,18851,378,Partially Successful,138.13
1216,18858,378,Failed,37.41
1217,18878,378,Successful,140.24
1218,18903,379,Failed,72.69
1219,18913,379,Partially Successful,119.56
1220,18920,379,Partially Successful,27.31
1221,18932,379,Partially Successful,35.28
1222,18938,379,Failed,120.42
1223,18944,379,Partially Successful,87.11
1224,18946,379,Partially Successful,29.61
1225,18951,380,Successful,105.29
1226,19053,382,Partially Successful,60.01
1227,19054,382,Successful,86.43
1228,19056,382,Successful,168.01
1229,19077,382,Successful,141.75
1230,19109,383,Failed,167.76
1231,19129,383,Failed,77.57
1232,19184,384,Partially Successful,163.48
1233,19192,384,Partially Successful,105.06
1234,19196,384,Successful,156.1
1235,19208,385,Partially Successful,81.67
1236,19222,385,Partially Successful,36.77
1237,19224,385,Failed,120.62
1238,19245,385,Successful,141.33
1239,19246,385,Partially Successful,27.87
1240,19262,386,Failed,43.81
1241,19272,386,Failed,92.31
1242,19282,386,Successful,90.68
1243,19292,386,Partially Successful,161.31
1244,19295,386,Successful,80.47
1245,19303,387,Partially Successful,149.64
1246,19316,387,Successful,105.22
1247,19318,387,Partially Successful,25.39
1248,19319,387,Partially Successful,111.6
1249,19320,387,Failed,85.13
1250,19322,387,Successful,97.12
1251,19326,387,Successful,172.25
1252,19336,387,Successful,96.68
1253,19350,387,Partially Successful,122.73
1254,19395,388,Partially Successful,113.95
1255,19431,389,Successful,160.67
1256,19467,390,Successful,138.73
1257,19472,390,Partially Successful,27.43
1258,19484,390,Successful,144.62
1259,19487,390,Failed,146.6
1260,19491,390,Partially Successful,127.2
1261,19492,390,Partially Successful,73.76
1262,19497,390,Partially Successful,139.08
1263,19498,390,Partially Successful,73.97
1264,19508,391,Partially Successful,62.18
1265,19509,391,Failed,49.9
1266,19513,391,Successful,53.92
1267,19521,391,Partially Successful,21.36
1268,19529,391,Failed,114.79
1269,19541,391,Successful,144.23
1270,19545,391,Partially Successful,41.42
1271,19549,391,Failed,88.31
1272,19555,392,Failed,125.93
1273,19572,392,Successful,168.8
1274,19597,392,Partially Successful,40.78
1275,19605,393,Failed,112.57
1276,19646,393,Failed,159.13
1277,19705,395,Successful,139.05
1278,19749,395,Partially Successful,120.2
1279,19755,396,Failed,103.8
1280,19774,396,Partially Successful,106.94
1281,19812,397,Failed,38.04
1282,19834,397,Failed,42.15
1283,19841,397,Partially Successful,116.6
1284,19859,398,Failed,137.14
1285,19862,398,Successful,167.77
1286,19864,398,Failed,60.1
1287,19881,398,Failed,49.36
1288,19887,398,Partially Successful,97.4
1289,19920,399,Partially Successful,88.04
1290,19927,399,Successful,25.36
1291,19929,399,Successful,68.4
1292,19930,399,Failed,130.9
1293,19943,399,Partially Successful,153.08
1294,19956,400,Failed,125.26
1295,20007,401,Partially Successful,50.64
1296,20018,401,Failed,111.28
1297,20056,402,Partially Successful,59.5
1298,20059,402,Failed,89.69
1299,20065,402,Partially Successful,87.23
1300,20099,402,Partially Successful,98.88
1301,20162,404,Failed,26.23
1302,20171,404,Partially Successful,129.74
1303,20181,404,Successful,146.98
1304,20184,404,Failed,111.37
1305,20200,404,Successful,55.98
1306,20230,405,Failed,159.81
1307,20274,406,Failed,154.43
1308,20314,407,Successful,89.87
1309,20320,407,Partially Successful,96.93
1310,20340,407,Successful,95.41
1311,20341,407,Successful,23.03
1312,20349,407,Failed,24.68
1313,20361,408,Successful,125.43
1314,20364,408,Failed,96.59
1315,20367,408,Partially Successful,45.53
1316,20513,411,Failed,41.34
1317,20518,411,Partially Successful,69.7
1318,20519,411,Successful,154.39
1319,20527,411,Failed,74.01
1320,20528,411,Partially Successful,164.51
1321,20529,411,Successful,99.71
1322,20543,411,Partially Successful,39.95
1323,20549,411,Successful,108.65
1324,20550,411,Successful,42.88
1325,20575,412,Successful,174.28
1326,20599,412,Successful,91.01
1327,20600,412,Successful,80.07
1328,20603,413,Successful,52.67
1329,20618,413,Failed,143.76
1330,20627,413,Failed,178.02
1331,20628,413,Successful,23.4
1332,20629,413,Successful,116.01
1333,20630,413,Failed,160.68
1334,20637,413,Partially Successful,168.11
1335,20665,414,Failed,122.14
1336,20692,414,Partially Successful,60.43
1337,20694,414,Partially Successful,24.89
1338,20699,414,Successful,60.67
1339,20706,415,Partially Successful,24.66
1340,20723,415,Partially Successful,162.08
1341,20729,415,Successful,82.89
1342,20731,415,Partially Successful,38.02
1343,20744,415,Partially Successful,29.63
1344,20746,415,Successful,49.31
1345,20776,416,Failed,75.73
1346,20827,417,Successful,139.09
1347,20830,417,Failed,63.46
1348,20833,417,Failed,153.8
1349,20844,417,Failed,122.53
1350,20854,418,Successful,143.01
1351,20855,418,Failed,28.98
1352,20859,418,Failed,101.65
1353,20864,418,Successful,110.08
1354,20867,418,Failed,142.24
1355,20868,418,Successful,96.04
1356,20877,418,Successful,173.61
1357,20879,418,Successful,101.82
1358,20885,418,Failed,167.27
1359,20887,418,Successful,108.78
1360,20889,418,Failed,74.92
1361,20894,418,Successful,132.47
1362,20912,419,Partially Successful,124.61
1363,20947,419,Successful,175.28
1364,20951,420,Failed,122.75
1365,20952,420,Successful,170.23
1366,20956,420,Failed,22.88
1367,20958,420,Failed,133.18
1368,20963,420,Partially Successful,146.24
1369,20965,420,Failed,35.69
1370,20971,420,Successful,28.55
1371,20974,420,Partially Successful,165.6
1372,20978,420,Successful,174.88
1373,20981,420,Failed,137.77
1374,20985,420,Successful,72.84
1375,21007,421,Partially Successful,155.87
1376,21020,421,Failed,108.93
1377,21043,421,Successful,48.44
1378,21044,421,Partially Successful,132.37
1379,21049,421,Failed,64.06
1380,21057,422,Failed,120.57
1381,21087,422,Failed,109.34
1382,21111,423,Partially Successful,161.52
1383,21131,423,Successful,69.53
1384,21137,423,Failed,156.21
1385,21149,423,Successful,64.16
1386,21159,424,Successful,149.3
1387,21171,424,Partially Successful,39.34
1388,21175,424,Failed,87.02
1389,21190,424,Partially Successful,70.19
1390,21218,425,Failed,41.74
1391,21219,425,Successful,105.65
1392,21226,425,Failed,37.28
1393,21246,425,Successful,174.57
1394,21247,425,Partially Successful,60.08
1395,21260,426,Failed,172.33
1396,21263,426,Failed,27.57
1397,21269,426,Failed,159.13
1398,21291,426,Failed,119.86
1399,21313,427,Partially Successful,28.56
1400,21324,427,Partially Successful,98.8
1401,21327,427,Successful,112.44
1402,21348,427,Successful,118.99
1403,21353,428,Successful,48.83
1404,21406,429,Successful,39.34
1405,21409,429,Successful,42.09
1406,21411,429,Partially Successful,168.73
1407,21418,429,Successful,63.07
1408,21431,429,Failed,68.75
1409,21432,429,Successful,93.24
1410,21447,429,Failed,175.5
1411,21507,431,Failed,57.76
1412,21522,431,Successful,72.98
1413,21534,431,Successful,90.27
1414,21545,431,Failed,34.85
1415,21575,432,Partially Successful,26.83
1416,21598,432,Partially Successful,37.49
1417,21599,432,Partially Successful,131.34
1418,21646,433,Successful,40.87
1419,21659,434,Successful,83.22
1420,21688,434,Partially Successful,164.31
1421,21696,434,Successful,152.88
1422,21702,435,Failed,133.32
1423,21732,435,Failed,92.62
1424,21734,435,Successful,92.39
1425,21746,435,Failed,134.99
1426,21766,436,Partially Successful,79.77
1427,21767,436,Failed,135.27
1428,21772,436,Partially Successful,126.31
1429,21777,436,Partially Successful,128.34
1430,21783,436,Successful,139.74
1431,21819,437,Successful,132.47
1432,21834,437,Failed,36.07
1433,21836,437,Failed,170.81
1434,21866,438,Failed,116.78
1435,21893,438,Successful,49.8
1436,21954,440,Failed,56.4
1437,21957,440,Partially Successful,139.81
1438,21960,440,Failed,105.4
1439,21966,440,Successful,27.9
1440,21969,440,Successful,166.45
1441,21973,440,Partially Successful,90.01
1442,21974,440,Partially Successful,152.99
1443,21976,440,Failed,84.72
1444,21979,440,Partially Successful,105.21
1445,21986,440,Partially Successful,88.86
1446,21987,440,Failed,126.3
1447,22011,441,Successful,25.66
1448,22034,441,Failed,156.48
1449,22112,443,Failed,155.67
1450,22115,443,Failed,98.7
1451,22116,443,Successful,62.11
1452,22117,443,Failed,49.69
1453,22119,443,Successful,176.46
1454,22123,443,Partially Successful,21.71
1455,22128,443,Partially Successful,98.75
1456,22140,443,Successful,138.13
1457,22145,443,Failed,83.43
1458,22153,444,Successful,77.35
1459,22155,444,Successful,129.58
1460,22216,445,Failed,114.92
1461,22220,445,Successful,40.75
1462,22234,445,Successful,96.33
1463,22237,445,Failed,144.61
1464,22238,445,Partially Successful,69.73
1465,22243,445,Failed,124.03
1466,22251,446,Failed,60.13
1467,22271,446,Partially Successful,152.07
1468,22274,446,Successful,34.94
1469,22275,446,Failed,142.04
1470,22278,446,Successful,66.2
1471,22309,447,Partially Successful,141.63
1472,22315,447,Failed,177.76
1473,22322,447,Successful,119.88
1474,22330,447,Successful,52.67
1475,22335,447,Partially Successful,93.97
1476,22336,447,Partially Successful,137.57
1477,22337,447,Failed,43.5
1478,22339,447,Partially Successful,75.72
1479,22352,448,Partially Successful,77.28
1480,22353,448,Failed,148.94
1481,22354,448,Failed,43.44
1482,22359,448,Failed,104.72
1483,22363,448,Partially Successful,164.4
1484,22369,448,Partially Successful,149.27
1485,22372,448,Failed,101.89
1486,22380,448,Successful,42.33
1487,22384,448,Partially Successful,93.49
1488,22389,448,Failed,113.15
1489,22397,448,Failed,79.95
1490,22399,448,Failed,50.77
1491,22415,449,Partially Successful,44.77
1492,22417,449,Successful,141.36
1493,22422,449,Failed,115.68
1494,22438,449,Partially Successful,67.56
1495,22449,449,Partially Successful,47.17
1496,22460,450,Failed,174.98
1497,22465,450,Partially Successful,129.62
1498,22468,450,Successful,169.08
1499,22498,450,Failed,78.78
1500,22513,451,Partially Successful,56.85
1501,22572,452,Partially Successful,75.42
1502,22590,452,Partially Successful,75.41
1503,22592,452,Successful,152.19
1504,22602,453,Failed,138.49
1505,22606,453,Successful,37.58
1506,22608,453,Partially Successful,159.1
1507,22622,453,Successful,166.86
1508,22633,453,Successful,29.28
1509,22634,453,Failed,78.96
1510,22647,453,Failed,134.69
1511,22661,454,Failed,110.94
1512,22671,454,Failed,65.0
1513,22692,454,Successful,166.26
1514,22704,455,Failed,59.42
1515,22752,456,Partially Successful,36.69
1516,22755,456,Successful,68.97
1517,22758,456,Partially Successful,130.57
1518,22762,456,Successful,101.32
1519,22763,456,Failed,106.15
1520,22765,456,Failed,53.98
1521,22773,456,Partially Successful,38.4
1522,22776,456,Partially Successful,85.98
1523,22788,456,Failed,64.34
1524,22790,456,Failed,140.83
1525,22796,456,Successful,56.16
1526,22841,457,Partially Successful,81.13
1527,22880,458,Failed,98.86
1528,22885,458,Failed,136.7
1529,22962,460,Partially Successful,149.28
1530,22976,460,Partially Successful,30.29
1531,23011,461,Partially Successful,125.11
1532,23041,461,Failed,126.33
1533,23115,463,Partially Successful,175.07
1534,23130,463,Partially Successful,91.86
1535,23135,463,Failed,62.49
1536,23140,463,Successful,47.52
1537,23144,463,Successful,50.44
1538,23149,463,Partially Successful,162.18
1539,23161,464,Failed,80.88
1540,23166,464,Successful,97.41
1541,23244,465,Successful,32.7
1542,23304,467,Failed,134.99
1543,23307,467,Partially Successful,24.41
1544,23335,467,Successful,177.75
1545,23336,467,Successful,178.19
1546,23356,468,Failed,89.67
1547,23360,468,Failed,94.05
1548,23364,468,Partially Successful,54.76
1549,23372,468,Successful,54.39
1550,23383,468,Partially Successful,116.69
1551,23384,468,Successful,54.19
1552,23385,468,Successful,145.23
1553,23388,468,Successful,121.28
1554,23413,469,Partially Successful,31.33
1555,23414,469,Partially Successful,34.12
1556,23418,469,Successful,43.32
1557,23426,469,Failed,26.4
1558,23431,469,Failed,98.24
1559,23441,469,Failed,50.49
1560,23443,469,Partially Successful,59.29
1561,23452,470,Partially Successful,152.53
1562,23454,470,Partially Successful,142.93
1563,23495,470,Successful,27.59
1564,23507,471,Failed,83.99
1565,23532,471,Successful,48.56
1566,23538,471,Failed,37.73
1567,23548,471,Successful,129.2
1568,23549,471,Successful,84.67
1569,23561,472,Partially Successful,178.4
1570,23564,472,Failed,92.96
1571,23567,472,Partially Successful,158.45
1572,23573,472,Failed,45.13
1573,23575,472,Failed,116.03
1574,23576,472,Successful,51.5
1575,23582,472,Successful,91.57
1576,23588,472,Failed,61.67
1577,23589,472,Failed,133.0
1578,23628,473,Failed,100.75
1579,23637,473,Failed,62.13
1580,23645,473,Partially Successful,42.91
1581,23664,474,Successful,144.61
1582,23674,474,Successful,177.97
1583,23681,474,Partially Successful,79.84
1584,23682,474,Partially Successful,128.46
1585,23694,474,Failed,103.65
1586,23712,475,Partially Successful,33.64
1587,23763,476,Partially Successful,68.7
1588,23854,478,Successful,102.31
1589,23858,478,Failed,83.16
1590,23900,478,Partially Successful,119.93
1591,23911,479,Partially Successful,38.04
1592,23942,479,Successful,165.0
1593,23971,480,Partially Successful,118.53
1594,23978,480,Failed,76.52
1595,23994,480,Partially Successful,94.17
1596,24005,481,Partially Successful,78.74
1597,24030,481,Failed,87.89
1598,24043,481,Failed,134.94
1599,24071,482,Failed,78.94
1600,24085,482,Partially Successful,20.86
1601,24114,483,Partially Successful,178.0
1602,24119,483,Successful,50.32
1603,24130,483,Failed,178.28
1604,24132,483,Failed,42.12
1605,24159,484,Successful,87.13
1606,24161,484,Failed,39.61
1607,24162,484,Successful,132.61
1608,24167,484,Successful,86.6
1609,24169,484,Successful,36.45
1610,24176,484,Failed,49.18
1611,24186,484,Successful,165.67
1612,24195,484,Partially Successful,25.54
1613,24200,484,Partially Successful,150.54
1614,24203,485,Successful,163.19
1615,24236,485,Failed,25.86
1616,24252,486,Failed,27.24
1617,24267,486,Partially Successful,94.39
1618,24301,487,Partially Successful,33.98
1619,24326,487,Successful,157.71
1620,24347,487,Failed,133.66
1621,24356,488,Failed,137.24
1622,24389,488,Successful,38.11
1623,24406,489,Partially Successful,166.05
1624,24407,489,Successful,22.38
1625,24408,489,Partially Successful,168.0
1626,24419,489,Failed,30.82
1627,24421,489,Failed,47.96
1628,24486,490,Failed,163.96
1629,24490,490,Successful,154.87
1630,24498,490,Successful,144.45
1631,24568,492,Failed,48.58
1632,24569,492,Failed,146.56
1633,24657,494,Failed,107.1
1634,24662,494,Partially Successful,29.81
1635,24664,494,Failed,173.78
1636,24682,494,Successful,98.72
1637,24702,495,Partially Successful,141.76
1638,24739,495,Failed,117.61
1639,24750,495,Failed,81.51
1640,24770,496,Failed,119.47
1641,24798,496,Failed,176.24
1642,24802,497,Failed,137.32
1643,24804,497,Failed,113.37
1644,24829,497,Successful,127.52
1645,24851,498,Failed,76.98
1646,24852,498,Successful,62.9
1647,24868,498,Partially Successful,147.6
1648,24870,498,Successful,166.21
1649,24877,498,Failed,35.12
1650,24889,498,Successful,152.46
1651,24907,499,Partially Successful,171.57
1652,24921,499,Successful,53.2
1653,24924,499,Failed,139.12
1654,24944,499,Failed,71.77
1655,24958,500,Failed,154.93
1656,25004,501,Successful,41.17
1657,25011,501,Failed,137.62
1658,25017,501,Failed,175.48
1659,25028,501,Successful,99.09
1660,25034,501,Failed,113.82
1661,25041,501,Failed,69.6
1662,25077,502,Successful,162.63
1663,25081,502,Failed,43.25
1664,25082,502,Partially Successful,157.42
1665,25106,503,Successful,131.39
1666,25123,503,Successful,22.63
1667,25132,503,Partially Successful,34.7
1668,25138,503,Failed,26.25
1669,25148,503,Failed,120.23
1670,25177,504,Partially Successful,55.47
1671,25192,504,Failed,35.78
1672,25221,505,Failed,26.6
1673,25222,505,Partially Successful,75.68
1674,25226,505,Failed,99.61
1675,25235,505,Partially Successful,122.98
1676,25242,505,Partially Successful,119.3
1677,25303,507,Failed,47.65
1678,25314,507,Failed,148.28
1679,25334,507,Successful,25.27
1680,25340,507,Partially Successful,152.07
1681,25367,508,Successful,162.69
1682,25376,508,Successful,107.9
1683,25394,508,Successful,34.26
1684,25422,509,Failed,26.27
1685,25425,509,Failed,142.14
1686,25445,509,Failed,106.61
1687,25450,509,Partially Successful,110.32
1688,25458,510,Partially Successful,25.93
1689,25486,510,Successful,160.45
1690,25493,510,Successful,32.38
1691,25503,511,Failed,53.81
1692,25517,511,Partially Successful,142.01
1693,25528,511,Failed,133.92
1694,25548,511,Failed,79.47
1695,25580,512,Successful,137.57
1696,25607,513,Successful,48.98
1697,25636,513,Failed,89.32
1698,25638,513,Failed,45.9
1699,25646,513,Partially Successful,115.98
1700,25647,513,Successful,86.84
1701,25657,514,Failed,32.58
1702,25665,514,Partially Successful,78.79
1703,25680,514,Partially Successful,150.41
1704,25693,514,Successful,54.62
1705,25724,515,Failed,37.31
