job_id,customer_id,backup_date,backup_size_gb,backup_status,backup_duration_min,recovery_time_min,storage_cost_usd,cloud_provider,region
926,19,2025-01-26,7234.05,Success,72.34,86.808,144.68,AWS,South America
927,19,2025-01-27,8087.81,Success,80.88,97.056,161.76,AWS,South America
928,19,2025-01-28,5823.56,Success,58.24,69.888,116.47,AWS,South America
929,19,2025-01-29,6045.25,Success,60.45,72.54,120.91,AWS,South America
930,19,2025-01-30,6915.46,Success,69.15,82.98,138.31,AWS,South America
931,19,2025-01-31,5106.8,Success,51.07,61.284,102.14,AWS,South America
932,19,2025-02-01,9360.61,Success,93.61,112.332,187.21,AWS,South America
933,19,2025-02-02,8598.42,Failed,85.98,0.0,171.97,AWS,South America
934,19,2025-02-03,6446.04,Success,64.46,77.35199999999999,128.92,AWS,South America
935,19,2025-02-04,7452.23,Success,74.52,89.42399999999999,149.04,AWS,South America
936,19,2025-02-05,7229.39,Success,72.29,86.748,144.59,AWS,South America
937,19,2025-02-06,5990.9,Success,59.91,71.892,119.82,AWS,South America
938,19,2025-02-07,9930.48,Failed,99.3,0.0,198.61,AWS,South America
939,19,2025-02-08,6982.87,Success,69.83,83.79599999999999,139.66,AWS,South America
940,19,2025-02-09,6713.78,Success,67.14,80.568,134.28,AWS,South America
941,19,2025-02-10,5498.7,Success,54.99,65.988,109.97,AWS,South America
942,19,2025-02-11,9292.84,Success,92.93,111.516,185.86,AWS,South America
943,19,2025-02-12,7371.17,Success,73.71,88.45199999999998,147.42,AWS,South America
944,19,2025-02-13,8105.53,Success,81.06,97.272,162.11,AWS,South America
945,19,2025-02-14,5910.52,Success,59.11,70.932,118.21,AWS,South America
946,19,2025-02-15,8295.15,Success,82.95,99.54,165.9,AWS,South America
947,19,2025-02-16,9728.47,Success,97.28,116.73599999999999,194.57,AWS,South America
948,19,2025-02-17,5741.49,Failed,57.41,0.0,114.83,AWS,South America
949,19,2025-02-18,5376.6,Success,53.77,64.524,107.53,AWS,South America
950,19,2025-02-19,7985.26,Success,79.85,95.82,159.71,AWS,South America
951,20,2025-01-01,2126.44,Success,21.26,25.512,42.53,AWS,Europe
952,20,2025-01-02,3586.42,Success,35.86,43.032,71.73,AWS,Europe
953,20,2025-01-03,3574.65,Success,35.75,42.9,71.49,AWS,Europe
954,20,2025-01-04,4426.61,Success,44.27,53.124,88.53,AWS,Europe
955,20,2025-01-05,3947.78,Success,39.48,47.376,78.96,AWS,Europe
956,20,2025-01-06,3657.1,Success,36.57,43.884,73.14,AWS,Europe
957,20,2025-01-07,2593.54,Success,25.94,31.128,51.87,AWS,Europe
958,20,2025-01-08,4361.05,Success,43.61,52.332,87.22,AWS,Europe
959,20,2025-01-09,3995.15,Success,39.95,47.940000000000005,79.9,AWS,Europe
960,20,2025-01-10,3848.05,Success,38.48,46.175999999999995,76.96,AWS,Europe
961,20,2025-01-11,3367.2,Success,33.67,40.404,67.34,AWS,Europe
962,20,2025-01-12,4907.89,Success,49.08,58.895999999999994,98.16,AWS,Europe
963,20,2025-01-13,4145.1,Success,41.45,49.74,82.9,AWS,Europe
964,20,2025-01-14,3129.93,Success,31.3,37.56,62.6,AWS,Europe
965,20,2025-01-15,1961.28,Success,19.61,23.532,39.23,AWS,Europe
966,20,2025-01-16,4344.98,Success,43.45,52.14,86.9,AWS,Europe
967,20,2025-01-17,4718.91,Success,47.19,56.62799999999999,94.38,AWS,Europe
968,20,2025-01-18,3138.97,Success,31.39,37.668,62.78,AWS,Europe
969,20,2025-01-19,3094.54,Success,30.95,37.14,61.89,AWS,Europe
970,20,2025-01-20,3895.67,Success,38.96,46.752,77.91,AWS,Europe
971,20,2025-01-21,3985.76,Success,39.86,47.832,79.72,AWS,Europe
972,20,2025-01-22,3128.89,Failed,31.29,0.0,62.58,AWS,Europe
973,20,2025-01-23,2310.93,Success,23.11,27.732,46.22,AWS,Europe
974,20,2025-01-24,2283.28,Success,22.83,27.395999999999997,45.67,AWS,Europe
975,20,2025-01-25,4513.84,Success,45.14,54.168,90.28,AWS,Europe
976,20,2025-01-26,3659.3,Success,36.59,43.908,73.19,AWS,Europe
977,20,2025-01-27,4695.02,Success,46.95,56.34,93.9,AWS,Europe
978,20,2025-01-28,2872.27,Success,28.72,34.464,57.45,AWS,Europe
979,20,2025-01-29,3948.65,Success,39.49,47.388,78.97,AWS,Europe
980,20,2025-01-30,3828.13,Success,38.28,45.936,76.56,AWS,Europe
981,20,2025-01-31,4260.73,Success,42.61,51.132,85.21,AWS,Europe
982,20,2025-02-01,4588.41,Success,45.88,55.056000000000004,91.77,AWS,Europe
983,20,2025-02-02,3086.49,Success,30.86,37.032,61.73,AWS,Europe
984,20,2025-02-03,1605.92,Success,16.06,19.272,32.12,AWS,Europe
985,20,2025-02-04,3163.67,Success,31.64,37.967999999999996,63.27,AWS,Europe
986,20,2025-02-05,2730.04,Success,27.3,32.76,54.6,AWS,Europe
987,20,2025-02-06,3114.35,Success,31.14,37.368,62.29,AWS,Europe
988,20,2025-02-07,2097.81,Success,20.98,25.176,41.96,AWS,Europe
989,20,2025-02-08,4187.8,Success,41.88,50.256,83.76,AWS,Europe
990,20,2025-02-09,3615.54,Success,36.16,43.391999999999996,72.31,AWS,Europe
991,20,2025-02-10,1945.88,Success,19.46,23.352,38.92,AWS,Europe
992,20,2025-02-11,1860.26,Success,18.6,22.32,37.21,AWS,Europe
993,20,2025-02-12,4361.44,Success,43.61,52.332,87.23,AWS,Europe
994,20,2025-02-13,4288.65,Success,42.89,51.467999999999996,85.77,AWS,Europe
995,20,2025-02-14,2640.54,Success,26.41,31.692,52.81,AWS,Europe
996,20,2025-02-15,3773.08,Success,37.73,45.275999999999996,75.46,AWS,Europe
997,20,2025-02-16,4273.51,Success,42.74,51.288000000000004,85.47,AWS,Europe
998,20,2025-02-17,3364.61,Success,33.65,40.379999999999995,67.29,AWS,Europe
999,20,2025-02-18,2902.86,Failed,29.03,0.0,58.06,AWS,Europe
1000,20,2025-02-19,2947.05,Success,29.47,35.364,58.94,AWS,Europe
1001,21,2025-01-01,3673.06,Success,36.73,44.07599999999999,73.46,Google Cloud,South America
1002,21,2025-01-02,3417.82,Success,34.18,41.016,68.36,Google Cloud,South America
1003,21,2025-01-03,4908.62,Success,49.09,58.908,98.17,Google Cloud,South America
1004,21,2025-01-04,2843.36,Success,28.43,34.116,56.87,Google Cloud,South America
1005,21,2025-01-05,2692.5,Success,26.93,32.315999999999995,53.85,Google Cloud,South America
1006,21,2025-01-06,4348.7,Success,43.49,52.188,86.97,Google Cloud,South America
1007,21,2025-01-07,3568.4,Success,35.68,42.815999999999995,71.37,Google Cloud,South America
1008,21,2025-01-08,4245.1,Success,42.45,50.940000000000005,84.9,Google Cloud,South America
1009,21,2025-01-09,3023.74,Success,30.24,36.288,60.47,Google Cloud,South America
1010,21,2025-01-10,4255.64,Success,42.56,51.072,85.11,Google Cloud,South America
1011,21,2025-01-11,3405.84,Success,34.06,40.872,68.12,Google Cloud,South America
1012,21,2025-01-12,2326.54,Failed,23.27,0.0,46.53,Google Cloud,South America
1013,21,2025-01-13,3819.14,Failed,38.19,0.0,76.38,Google Cloud,South America
1014,21,2025-01-14,1772.63,Success,17.73,21.276,35.45,Google Cloud,South America
1015,21,2025-01-15,4758.02,Success,47.58,57.096,95.16,Google Cloud,South America
1016,21,2025-01-16,3509.66,Success,35.1,42.12,70.19,Google Cloud,South America
1017,21,2025-01-17,3203.21,Success,32.03,38.436,64.06,Google Cloud,South America
1018,21,2025-01-18,3572.57,Success,35.73,42.876,71.45,Google Cloud,South America
1019,21,2025-01-19,3120.18,Success,31.2,37.44,62.4,Google Cloud,South America
1020,21,2025-01-20,3442.81,Success,34.43,41.315999999999995,68.86,Google Cloud,South America
1021,21,2025-01-21,4377.08,Success,43.77,52.524,87.54,Google Cloud,South America
1022,21,2025-01-22,2116.61,Success,21.17,25.404,42.33,Google Cloud,South America
1023,21,2025-01-23,4845.59,Success,48.46,58.152,96.91,Google Cloud,South America
1024,21,2025-01-24,1743.63,Failed,17.44,0.0,34.87,Google Cloud,South America
1025,21,2025-01-25,1880.61,Failed,18.81,0.0,37.61,Google Cloud,South America
1026,21,2025-01-26,4349.23,Success,43.49,52.188,86.98,Google Cloud,South America
1027,21,2025-01-27,4199.7,Success,42.0,50.4,83.99,Google Cloud,South America
1028,21,2025-01-28,2826.19,Success,28.26,33.912,56.52,Google Cloud,South America
1029,21,2025-01-29,3230.03,Success,32.3,38.76,64.6,Google Cloud,South America
1030,21,2025-01-30,3810.58,Success,38.11,45.732,76.21,Google Cloud,South America
1031,21,2025-01-31,1816.87,Success,18.17,21.804000000000002,36.34,Google Cloud,South America
1032,21,2025-02-01,4359.62,Success,43.6,52.32,87.19,Google Cloud,South America
1033,21,2025-02-02,4605.42,Success,46.05,55.26,92.11,Google Cloud,South America
1034,21,2025-02-03,4661.4,Success,46.61,55.931999999999995,93.23,Google Cloud,South America
1035,21,2025-02-04,3726.46,Success,37.26,44.711999999999996,74.53,Google Cloud,South America
1036,21,2025-02-05,1500.65,Success,15.01,18.012,30.01,Google Cloud,South America
1037,21,2025-02-06,2013.54,Success,20.14,24.168,40.27,Google Cloud,South America
1038,21,2025-02-07,2022.26,Success,20.22,24.264,40.45,Google Cloud,South America
1039,21,2025-02-08,3359.4,Success,33.59,40.308,67.19,Google Cloud,South America
1040,21,2025-02-09,2864.94,Success,28.65,34.379999999999995,57.3,Google Cloud,South America
1041,21,2025-02-10,3522.76,Success,35.23,42.275999999999996,70.46,Google Cloud,South America
1042,21,2025-02-11,2184.83,Success,21.85,26.220000000000002,43.7,Google Cloud,South America
1043,21,2025-02-12,3885.31,Success,38.85,46.62,77.71,Google Cloud,South America
1044,21,2025-02-13,2608.09,Success,26.08,31.295999999999996,52.16,Google Cloud,South America
1045,21,2025-02-14,3495.97,Success,34.96,41.952,69.92,Google Cloud,South America
1046,21,2025-02-15,4696.21,Success,46.96,56.352,93.92,Google Cloud,South America
1047,21,2025-02-16,2565.93,Success,25.66,30.791999999999998,51.32,Google Cloud,South America
1048,21,2025-02-17,4801.67,Success,48.02,57.624,96.03,Google Cloud,South America
1049,21,2025-02-18,3021.54,Success,30.22,36.263999999999996,60.43,Google Cloud,South America
1050,21,2025-02-19,4939.03,Success,49.39,59.268,98.78,Google Cloud,South America
1051,22,2025-01-01,713.12,Success,7.13,8.556,14.26,Azure,Europe
1052,22,2025-01-02,407.14,Success,4.07,4.884,8.14,Azure,Europe
1053,22,2025-01-03,309.74,Success,3.1,3.7199999999999998,6.19,Azure,Europe
1054,22,2025-01-04,1483.71,Success,14.84,17.808,29.67,Azure,Europe
1055,22,2025-01-05,785.04,Failed,7.85,0.0,15.7,Azure,Europe
1056,22,2025-01-06,453.07,Success,4.53,5.436,9.06,Azure,Europe
1057,22,2025-01-07,653.02,Success,6.53,7.836,13.06,Azure,Europe
1058,22,2025-01-08,743.07,Success,7.43,8.915999999999999,14.86,Azure,Europe
1059,22,2025-01-09,958.66,Success,9.59,11.508,19.17,Azure,Europe
1060,22,2025-01-10,363.75,Success,3.64,4.368,7.28,Azure,Europe
1061,22,2025-01-11,1144.02,Success,11.44,13.728,22.88,Azure,Europe
1062,22,2025-01-12,1284.9,Failed,12.85,0.0,25.7,Azure,Europe
1063,22,2025-01-13,731.09,Success,7.31,8.771999999999998,14.62,Azure,Europe
1064,22,2025-01-14,1333.5,Success,13.34,16.008,26.67,Azure,Europe
1065,22,2025-01-15,1338.82,Success,13.39,16.068,26.78,Azure,Europe
1066,22,2025-01-16,582.29,Success,5.82,6.984,11.65,Azure,Europe
1067,22,2025-01-17,1142.67,Success,11.43,13.716,22.85,Azure,Europe
1068,22,2025-01-18,773.12,Success,7.73,9.276,15.46,Azure,Europe
1069,22,2025-01-19,681.75,Success,6.82,8.184,13.63,Azure,Europe
1070,22,2025-01-20,759.35,Success,7.59,9.107999999999999,15.19,Azure,Europe
1071,22,2025-01-21,757.88,Success,7.58,9.096,15.16,Azure,Europe
1072,22,2025-01-22,954.14,Success,9.54,11.447999999999999,19.08,Azure,Europe
1073,22,2025-01-23,1094.99,Success,10.95,13.139999999999999,21.9,Azure,Europe
1074,22,2025-01-24,869.85,Success,8.7,10.44,17.4,Azure,Europe
1075,22,2025-01-25,525.87,Failed,5.26,0.0,10.52,Azure,Europe
1076,22,2025-01-26,761.51,Success,7.62,9.144,15.23,Azure,Europe
1077,22,2025-01-27,1409.38,Success,14.09,16.907999999999998,28.19,Azure,Europe
1078,22,2025-01-28,1307.96,Success,13.08,15.696,26.16,Azure,Europe
1079,22,2025-01-29,485.12,Success,4.85,5.819999999999999,9.7,Azure,Europe
1080,22,2025-01-30,1496.95,Success,14.97,17.964,29.94,Azure,Europe
1081,22,2025-01-31,1104.08,Success,11.04,13.248,22.08,Azure,Europe
1082,22,2025-02-01,461.13,Success,4.61,5.532,9.22,Azure,Europe
1083,22,2025-02-02,386.1,Success,3.86,4.632,7.72,Azure,Europe
1084,22,2025-02-03,318.85,Success,3.19,3.828,6.38,Azure,Europe
1085,22,2025-02-04,1165.61,Success,11.66,13.991999999999999,23.31,Azure,Europe
1086,22,2025-02-05,884.04,Success,8.84,10.607999999999999,17.68,Azure,Europe
1087,22,2025-02-06,824.08,Success,8.24,9.888,16.48,Azure,Europe
1088,22,2025-02-07,1488.26,Success,14.88,17.856,29.77,Azure,Europe
1089,22,2025-02-08,401.6,Failed,4.02,0.0,8.03,Azure,Europe
1090,22,2025-02-09,1070.69,Success,10.71,12.852,21.41,Azure,Europe
1091,22,2025-02-10,799.03,Success,7.99,9.588,15.98,Azure,Europe
1092,22,2025-02-11,847.23,Success,8.47,10.164,16.94,Azure,Europe
1093,22,2025-02-12,1246.71,Success,12.47,14.964,24.93,Azure,Europe
1094,22,2025-02-13,1025.32,Success,10.25,12.299999999999999,20.51,Azure,Europe
1095,22,2025-02-14,810.85,Success,8.11,9.732,16.22,Azure,Europe
1096,22,2025-02-15,515.76,Success,5.16,6.192,10.32,Azure,Europe
1097,22,2025-02-16,911.3,Success,9.11,10.931999999999999,18.23,Azure,Europe
1098,22,2025-02-17,962.46,Success,9.62,11.543999999999999,19.25,Azure,Europe
1099,22,2025-02-18,840.05,Success,8.4,10.08,16.8,Azure,Europe
1100,22,2025-02-19,726.37,Success,7.26,8.712,14.53,Azure,Europe
1101,23,2025-01-01,96.45,Success,0.96,1.152,1.93,AWS,North America
1102,23,2025-01-02,201.14,Success,2.01,2.4119999999999995,4.02,AWS,North America
1103,23,2025-01-03,194.48,Success,1.94,2.328,3.89,AWS,North America
1104,23,2025-01-04,261.7,Success,2.62,3.144,5.23,AWS,North America
1105,23,2025-01-05,109.19,Failed,1.09,0.0,2.18,AWS,North America
1106,23,2025-01-06,175.43,Success,1.75,2.1,3.51,AWS,North America
1107,23,2025-01-07,152.71,Success,1.53,1.8359999999999999,3.05,AWS,North America
1108,23,2025-01-08,186.54,Success,1.87,2.244,3.73,AWS,North America
1109,23,2025-01-09,141.74,Success,1.42,1.704,2.83,AWS,North America
1110,23,2025-01-10,294.56,Success,2.95,3.54,5.89,AWS,North America
1111,23,2025-01-11,192.04,Success,1.92,2.304,3.84,AWS,North America
1112,23,2025-01-12,226.22,Success,2.26,2.7119999999999997,4.52,AWS,North America
1113,23,2025-01-13,78.29,Success,0.78,0.9359999999999999,1.57,AWS,North America
1114,23,2025-01-14,170.38,Success,1.7,2.04,3.41,AWS,North America
1115,23,2025-01-15,222.62,Success,2.23,2.6759999999999997,4.45,AWS,North America
1116,23,2025-01-16,85.52,Success,0.86,1.032,1.71,AWS,North America
1117,23,2025-01-17,232.82,Success,2.33,2.796,4.66,AWS,North America
1118,23,2025-01-18,295.89,Success,2.96,3.552,5.92,AWS,North America
1119,23,2025-01-19,295.92,Success,2.96,3.552,5.92,AWS,North America
1120,23,2025-01-20,244.72,Success,2.45,2.94,4.89,AWS,North America
1121,23,2025-01-21,166.23,Success,1.66,1.9919999999999998,3.32,AWS,North America
1122,23,2025-01-22,69.56,Success,0.7,0.84,1.39,AWS,North America
1123,23,2025-01-23,272.48,Success,2.72,3.2640000000000002,5.45,AWS,North America
1124,23,2025-01-24,72.11,Success,0.72,0.864,1.44,AWS,North America
1125,23,2025-01-25,168.11,Success,1.68,2.016,3.36,AWS,North America
1126,23,2025-01-26,235.42,Success,2.35,2.82,4.71,AWS,North America
1127,23,2025-01-27,290.1,Success,2.9,3.48,5.8,AWS,North America
1128,23,2025-01-28,69.52,Success,0.7,0.84,1.39,AWS,North America
1129,23,2025-01-29,208.42,Success,2.08,2.496,4.17,AWS,North America
1130,23,2025-01-30,249.52,Success,2.5,3.0,4.99,AWS,North America
1131,23,2025-01-31,128.12,Success,1.28,1.536,2.56,AWS,North America
1132,23,2025-02-01,63.19,Success,0.63,0.756,1.26,AWS,North America
1133,23,2025-02-02,135.89,Success,1.36,1.6320000000000001,2.72,AWS,North America
1134,23,2025-02-03,244.63,Success,2.45,2.94,4.89,AWS,North America
1135,23,2025-02-04,167.22,Success,1.67,2.004,3.34,AWS,North America
1136,23,2025-02-05,178.17,Success,1.78,2.136,3.56,AWS,North America
1137,23,2025-02-06,167.31,Success,1.67,2.004,3.35,AWS,North America
1138,23,2025-02-07,233.45,Success,2.33,2.796,4.67,AWS,North America
1139,23,2025-02-08,155.25,Success,1.55,1.8599999999999999,3.1,AWS,North America
1140,23,2025-02-09,290.15,Success,2.9,3.48,5.8,AWS,North America
1141,23,2025-02-10,249.56,Success,2.5,3.0,4.99,AWS,North America
1142,23,2025-02-11,122.3,Success,1.22,1.464,2.45,AWS,North America
1143,23,2025-02-12,58.83,Success,0.59,0.708,1.18,AWS,North America
1144,23,2025-02-13,280.72,Success,2.81,3.372,5.61,AWS,North America
1145,23,2025-02-14,237.36,Success,2.37,2.844,4.75,AWS,North America
1146,23,2025-02-15,231.74,Success,2.32,2.784,4.63,AWS,North America
1147,23,2025-02-16,190.93,Success,1.91,2.292,3.82,AWS,North America
1148,23,2025-02-17,65.35,Success,0.65,0.78,1.31,AWS,North America
1149,23,2025-02-18,168.29,Success,1.68,2.016,3.37,AWS,North America
1150,23,2025-02-19,92.27,Success,0.92,1.104,1.85,AWS,North America
1151,24,2025-01-01,5361.34,Success,53.61,64.332,107.23,Google Cloud,North America
1152,24,2025-01-02,11932.55,Success,119.33,143.196,238.65,Google Cloud,North America
1153,24,2025-01-03,10662.27,Success,106.62,127.944,213.25,Google Cloud,North America
1154,24,2025-01-04,9370.22,Success,93.7,112.44,187.4,Google Cloud,North America
1155,24,2025-01-05,7007.71,Success,70.08,84.09599999999999,140.15,Google Cloud,North America
1156,24,2025-01-06,5577.57,Success,55.78,66.93599999999999,111.55,Google Cloud,North America
1157,24,2025-01-07,8539.17,Success,85.39,102.468,170.78,Google Cloud,North America
1158,24,2025-01-08,10960.12,Failed,109.6,0.0,219.2,Google Cloud,North America
1159,24,2025-01-09,6944.94,Success,69.45,83.34,138.9,Google Cloud,North America
1160,24,2025-01-10,5927.77,Success,59.28,71.136,118.56,Google Cloud,North America
1161,24,2025-01-11,6966.8,Success,69.67,83.604,139.34,Google Cloud,North America
1162,24,2025-01-12,11005.01,Success,110.05,132.06,220.1,Google Cloud,North America
1163,24,2025-01-13,5099.42,Success,50.99,61.188,101.99,Google Cloud,North America
1164,24,2025-01-14,5780.85,Success,57.81,69.372,115.62,Google Cloud,North America
1165,24,2025-01-15,6222.3,Success,62.22,74.664,124.45,Google Cloud,North America
1166,24,2025-01-16,9142.39,Success,91.42,109.704,182.85,Google Cloud,North America
1167,24,2025-01-17,6057.95,Success,60.58,72.696,121.16,Google Cloud,North America
1168,24,2025-01-18,8126.57,Success,81.27,97.52399999999999,162.53,Google Cloud,North America
1169,24,2025-01-19,10654.88,Success,106.55,127.85999999999999,213.1,Google Cloud,North America
1170,24,2025-01-20,6828.77,Success,68.29,81.94800000000001,136.58,Google Cloud,North America
1171,24,2025-01-21,9905.42,Success,99.05,118.85999999999999,198.11,Google Cloud,North America
1172,24,2025-01-22,8394.43,Failed,83.94,0.0,167.89,Google Cloud,North America
1173,24,2025-01-23,10595.6,Success,105.96,127.15199999999999,211.91,Google Cloud,North America
1174,24,2025-01-24,11034.1,Success,110.34,132.408,220.68,Google Cloud,North America
1175,24,2025-01-25,7399.94,Success,74.0,88.8,148.0,Google Cloud,North America
1176,24,2025-01-26,5590.81,Success,55.91,67.092,111.82,Google Cloud,North America
1177,24,2025-01-27,6015.49,Success,60.15,72.17999999999999,120.31,Google Cloud,North America
1178,24,2025-01-28,11537.59,Success,115.38,138.456,230.75,Google Cloud,North America
1179,24,2025-01-29,6079.05,Success,60.79,72.948,121.58,Google Cloud,North America
1180,24,2025-01-30,8471.64,Success,84.72,101.664,169.43,Google Cloud,North America
1181,24,2025-01-31,11955.1,Failed,119.55,0.0,239.1,Google Cloud,North America
1182,24,2025-02-01,10392.57,Success,103.93,124.71600000000001,207.85,Google Cloud,North America
1183,24,2025-02-02,6665.63,Success,66.66,79.99199999999999,133.31,Google Cloud,North America
1184,24,2025-02-03,8081.3,Failed,80.81,0.0,161.63,Google Cloud,North America
1185,24,2025-02-04,9463.02,Success,94.63,113.556,189.26,Google Cloud,North America
1186,24,2025-02-05,6476.0,Failed,64.76,0.0,129.52,Google Cloud,North America
1187,24,2025-02-06,10140.53,Success,101.41,121.692,202.81,Google Cloud,North America
1188,24,2025-02-07,7415.53,Success,74.16,88.99199999999999,148.31,Google Cloud,North America
1189,24,2025-02-08,9495.83,Success,94.96,113.95199999999998,189.92,Google Cloud,North America
1190,24,2025-02-09,10288.39,Success,102.88,123.45599999999999,205.77,Google Cloud,North America
1191,24,2025-02-10,5811.96,Success,58.12,69.744,116.24,Google Cloud,North America
1192,24,2025-02-11,6173.2,Success,61.73,74.076,123.46,Google Cloud,North America
1193,24,2025-02-12,7791.21,Success,77.91,93.49199999999999,155.82,Google Cloud,North America
1194,24,2025-02-13,7109.57,Success,71.1,85.32,142.19,Google Cloud,North America
1195,24,2025-02-14,10223.05,Success,102.23,122.676,204.46,Google Cloud,North America
1196,24,2025-02-15,10266.99,Success,102.67,123.204,205.34,Google Cloud,North America
1197,24,2025-02-16,8727.65,Failed,87.28,0.0,174.55,Google Cloud,North America
1198,24,2025-02-17,7658.61,Failed,76.59,0.0,153.17,Google Cloud,North America
1199,24,2025-02-18,9939.25,Success,99.39,119.268,198.78,Google Cloud,North America
1200,24,2025-02-19,8322.13,Success,83.22,99.86399999999999,166.44,Google Cloud,North America
1201,25,2025-01-01,6016.05,Success,60.16,72.192,120.32,Google Cloud,Asia Pacific
1202,25,2025-01-02,11091.94,Success,110.92,133.10399999999998,221.84,Google Cloud,Asia Pacific
1203,25,2025-01-03,5083.04,Success,50.83,60.995999999999995,101.66,Google Cloud,Asia Pacific
1204,25,2025-01-04,11490.56,Success,114.91,137.892,229.81,Google Cloud,Asia Pacific
1205,25,2025-01-05,8141.74,Success,81.42,97.704,162.83,Google Cloud,Asia Pacific
1206,25,2025-01-06,9749.45,Success,97.49,116.98799999999999,194.99,Google Cloud,Asia Pacific
1207,25,2025-01-07,11732.34,Success,117.32,140.784,234.65,Google Cloud,Asia Pacific
1208,25,2025-01-08,9780.13,Success,97.8,117.35999999999999,195.6,Google Cloud,Asia Pacific
1209,25,2025-01-09,5287.12,Success,52.87,63.443999999999996,105.74,Google Cloud,Asia Pacific
1210,25,2025-01-10,11423.98,Failed,114.24,0.0,228.48,Google Cloud,Asia Pacific
1211,25,2025-01-11,9461.97,Success,94.62,113.544,189.24,Google Cloud,Asia Pacific
1212,25,2025-01-12,11693.29,Success,116.93,140.316,233.87,Google Cloud,Asia Pacific
1213,25,2025-01-13,8022.5,Success,80.22,96.264,160.45,Google Cloud,Asia Pacific
1214,25,2025-01-14,11426.29,Success,114.26,137.112,228.53,Google Cloud,Asia Pacific
1215,25,2025-01-15,11008.49,Success,110.08,132.096,220.17,Google Cloud,Asia Pacific
1216,25,2025-01-16,7344.77,Success,73.45,88.14,146.9,Google Cloud,Asia Pacific
1217,25,2025-01-17,6869.61,Success,68.7,82.44,137.39,Google Cloud,Asia Pacific
1218,25,2025-01-18,5687.94,Success,56.88,68.256,113.76,Google Cloud,Asia Pacific
1219,25,2025-01-19,9580.4,Success,95.8,114.96,191.61,Google Cloud,Asia Pacific
1220,25,2025-01-20,7738.08,Success,77.38,92.856,154.76,Google Cloud,Asia Pacific
1221,25,2025-01-21,10412.06,Failed,104.12,0.0,208.24,Google Cloud,Asia Pacific
1222,25,2025-01-22,10243.64,Success,102.44,122.928,204.87,Google Cloud,Asia Pacific
1223,25,2025-01-23,10140.19,Success,101.4,121.68,202.8,Google Cloud,Asia Pacific
1224,25,2025-01-24,9121.07,Failed,91.21,0.0,182.42,Google Cloud,Asia Pacific
1225,25,2025-01-25,6364.48,Success,63.64,76.368,127.29,Google Cloud,Asia Pacific
1226,25,2025-01-26,7361.85,Success,73.62,88.34400000000001,147.24,Google Cloud,Asia Pacific
1227,25,2025-01-27,9831.95,Success,98.32,117.98399999999998,196.64,Google Cloud,Asia Pacific
1228,25,2025-01-28,6259.42,Success,62.59,75.108,125.19,Google Cloud,Asia Pacific
1229,25,2025-01-29,8833.29,Failed,88.33,0.0,176.67,Google Cloud,Asia Pacific
1230,25,2025-01-30,9709.61,Success,97.1,116.51999999999998,194.19,Google Cloud,Asia Pacific
1231,25,2025-01-31,10821.83,Failed,108.22,0.0,216.44,Google Cloud,Asia Pacific
1232,25,2025-02-01,5083.73,Success,50.84,61.008,101.67,Google Cloud,Asia Pacific
1233,25,2025-02-02,5683.89,Success,56.84,68.208,113.68,Google Cloud,Asia Pacific
1234,25,2025-02-03,5727.35,Success,57.27,68.724,114.55,Google Cloud,Asia Pacific
1235,25,2025-02-04,8121.6,Success,81.22,97.464,162.43,Google Cloud,Asia Pacific
1236,25,2025-02-05,6535.91,Success,65.36,78.432,130.72,Google Cloud,Asia Pacific
1237,25,2025-02-06,6983.08,Success,69.83,83.79599999999999,139.66,Google Cloud,Asia Pacific
1238,25,2025-02-07,6351.56,Success,63.52,76.224,127.03,Google Cloud,Asia Pacific
1239,25,2025-02-08,5165.9,Failed,51.66,0.0,103.32,Google Cloud,Asia Pacific
1240,25,2025-02-09,5643.59,Success,56.44,67.728,112.87,Google Cloud,Asia Pacific
1241,25,2025-02-10,11569.54,Success,115.7,138.84,231.39,Google Cloud,Asia Pacific
1242,25,2025-02-11,9596.24,Success,95.96,115.15199999999999,191.92,Google Cloud,Asia Pacific
1243,25,2025-02-12,10848.21,Success,108.48,130.176,216.96,Google Cloud,Asia Pacific
1244,25,2025-02-13,11653.42,Success,116.53,139.83599999999998,233.07,Google Cloud,Asia Pacific
1245,25,2025-02-14,9466.58,Success,94.67,113.604,189.33,Google Cloud,Asia Pacific
1246,25,2025-02-15,9956.53,Success,99.57,119.48399999999998,199.13,Google Cloud,Asia Pacific
1247,25,2025-02-16,5839.84,Success,58.4,70.08,116.8,Google Cloud,Asia Pacific
1248,25,2025-02-17,10995.09,Success,109.95,131.94,219.9,Google Cloud,Asia Pacific
1249,25,2025-02-18,5909.35,Failed,59.09,0.0,118.19,Google Cloud,Asia Pacific
1250,25,2025-02-19,9594.76,Success,95.95,115.14,191.9,Google Cloud,Asia Pacific
1251,26,2025-01-01,274.97,Success,2.75,3.3,5.5,Google Cloud,Asia Pacific
1252,26,2025-01-02,191.52,Success,1.92,2.304,3.83,Google Cloud,Asia Pacific
1253,26,2025-01-03,291.79,Success,2.92,3.504,5.84,Google Cloud,Asia Pacific
1254,26,2025-01-04,274.0,Success,2.74,3.2880000000000003,5.48,Google Cloud,Asia Pacific
1255,26,2025-01-05,223.91,Success,2.24,2.688,4.48,Google Cloud,Asia Pacific
