alert_id,customer_id,alert_type,severity,resolved
848,345,Unauthorized Access,Medium,Yes
849,346,Policy Violation,Low,Yes
850,346,Malware,Low,No
851,346,Ransomware,Low,No
852,346,Unauthorized Access,Medium,Yes
853,347,Policy Violation,Low,Yes
854,347,Ransomware,Low,No
855,349,Malware,High,No
856,349,Malware,Low,No
857,349,Ransomware,Medium,No
858,349,Policy Violation,Low,Yes
859,349,Ransomware,High,No
860,350,Policy Violation,Medium,No
861,351,Unauthorized Access,Low,Yes
862,351,Ransomware,Low,No
863,351,Ransomware,Low,Yes
864,351,Policy Violation,High,No
865,351,Unauthorized Access,High,No
866,352,Ransomware,Low,Yes
867,352,Unauthorized Access,High,No
868,353,Unauthorized Access,Medium,No
869,354,Malware,High,No
870,354,Unauthorized Access,High,Yes
871,354,Malware,Medium,Yes
872,354,Policy Violation,Medium,Yes
873,354,Policy Violation,High,Yes
874,355,Malware,Medium,No
875,355,Ransomware,Low,No
876,356,Ransomware,High,No
877,356,Policy Violation,High,No
878,356,Ransomware,High,Yes
879,356,Malware,Low,No
880,356,Unauthorized Access,Medium,No
881,357,Malware,High,Yes
882,357,Unauthorized Access,Low,No
883,357,Policy Violation,Low,No
884,358,Malware,Low,No
885,358,Malware,Low,No
886,358,Policy Violation,Medium,Yes
887,359,Policy Violation,Low,Yes
888,359,Unauthorized Access,Medium,No
889,359,Ransomware,Medium,Yes
890,361,Malware,Medium,No
891,361,Ransomware,High,No
892,361,Ransomware,Medium,Yes
893,361,Policy Violation,Low,No
894,361,Policy Violation,High,No
895,362,Malware,Medium,Yes
896,364,Malware,Low,Yes
897,364,Ransomware,Low,Yes
898,364,Unauthorized Access,High,No
899,365,Malware,Low,Yes
900,365,Ransomware,High,Yes
901,367,Malware,High,No
902,367,Policy Violation,Low,Yes
903,367,Unauthorized Access,High,Yes
904,367,Policy Violation,High,No
905,367,Unauthorized Access,Medium,No
906,368,Ransomware,Low,No
907,368,Policy Violation,Low,No
908,368,Ransomware,High,No
909,368,Unauthorized Access,Low,No
910,370,Ransomware,High,Yes
911,370,Policy Violation,Low,No
912,370,Malware,Low,No
913,370,Unauthorized Access,Medium,No
914,370,Policy Violation,Low,No
915,371,Ransomware,Medium,No
916,371,Malware,Low,Yes
917,371,Ransomware,High,Yes
918,371,Policy Violation,Medium,Yes
919,371,Unauthorized Access,Medium,No
920,373,Policy Violation,Medium,Yes
921,373,Unauthorized Access,High,Yes
922,374,Unauthorized Access,Medium,No
923,374,Policy Violation,Low,Yes
924,374,Policy Violation,High,No
925,375,Malware,Low,No
926,375,Policy Violation,High,No
927,375,Policy Violation,Medium,No
928,375,Unauthorized Access,Medium,No
929,375,Unauthorized Access,Low,No
930,376,Policy Violation,High,No
931,376,Malware,Medium,Yes
932,376,Ransomware,Low,Yes
933,376,Ransomware,High,No
934,377,Malware,Medium,No
935,377,Unauthorized Access,Low,No
936,377,Malware,High,No
937,378,Policy Violation,Low,No
938,378,Malware,Low,Yes
939,378,Unauthorized Access,Medium,Yes
940,378,Unauthorized Access,High,Yes
941,379,Unauthorized Access,High,No
942,379,Ransomware,Low,No
943,380,Unauthorized Access,Medium,No
944,380,Malware,Medium,No
945,381,Ransomware,Medium,Yes
946,382,Malware,Medium,Yes
947,383,Unauthorized Access,Medium,No
948,384,Ransomware,Medium,Yes
949,384,Malware,High,Yes
950,384,Ransomware,Medium,Yes
951,385,Malware,Low,Yes
952,386,Policy Violation,Medium,Yes
953,386,Malware,Low,Yes
954,387,Policy Violation,High,Yes
955,387,Policy Violation,Low,Yes
956,388,Ransomware,High,No
957,388,Malware,Medium,Yes
958,388,Ransomware,Medium,Yes
959,388,Unauthorized Access,High,No
960,388,Ransomware,Low,No
961,389,Malware,High,Yes
962,389,Malware,Low,No
963,389,Ransomware,Medium,No
964,389,Unauthorized Access,Low,Yes
965,391,Malware,Low,Yes
966,391,Unauthorized Access,Medium,No
967,391,Malware,Medium,No
968,392,Ransomware,Low,Yes
969,392,Unauthorized Access,Low,Yes
970,392,Unauthorized Access,Medium,Yes
971,392,Ransomware,Medium,Yes
972,392,Unauthorized Access,High,Yes
973,393,Malware,High,No
974,393,Unauthorized Access,Low,Yes
975,394,Policy Violation,Medium,No
976,394,Ransomware,High,Yes
977,395,Malware,Low,No
978,395,Unauthorized Access,Medium,Yes
979,395,Malware,Low,Yes
980,395,Malware,High,No
981,396,Unauthorized Access,Medium,Yes
982,396,Policy Violation,High,Yes
983,396,Malware,Low,No
984,396,Ransomware,Low,Yes
985,396,Ransomware,Medium,No
986,397,Unauthorized Access,High,No
987,398,Unauthorized Access,Medium,Yes
988,399,Unauthorized Access,Low,Yes
989,399,Ransomware,Medium,No
990,399,Ransomware,Medium,Yes
991,399,Policy Violation,High,Yes
992,400,Policy Violation,Medium,No
993,400,Ransomware,Medium,No
994,400,Unauthorized Access,High,Yes
995,400,Unauthorized Access,Medium,Yes
996,400,Ransomware,Medium,No
997,402,Unauthorized Access,High,Yes
998,403,Policy Violation,Medium,No
999,403,Policy Violation,High,Yes
1000,404,Ransomware,High,No
1001,404,Malware,High,Yes
1002,404,Unauthorized Access,Medium,Yes
1003,405,Malware,High,No
1004,406,Policy Violation,High,Yes
1005,406,Policy Violation,High,No
1006,406,Ransomware,Medium,No
1007,406,Policy Violation,High,Yes
1008,407,Unauthorized Access,Medium,Yes
1009,407,Malware,High,No
1010,407,Policy Violation,Low,Yes
1011,407,Unauthorized Access,Low,Yes
1012,408,Unauthorized Access,Low,Yes
1013,408,Malware,High,Yes
1014,410,Policy Violation,High,Yes
1015,410,Unauthorized Access,High,Yes
1016,411,Ransomware,Low,No
1017,412,Malware,High,Yes
1018,413,Malware,High,Yes
1019,414,Malware,High,Yes
1020,414,Policy Violation,High,Yes
1021,414,Ransomware,Medium,Yes
1022,414,Policy Violation,Medium,Yes
1023,414,Malware,High,Yes
1024,416,Ransomware,Low,No
1025,417,Ransomware,High,No
1026,417,Ransomware,Low,No
1027,418,Policy Violation,Low,Yes
1028,418,Ransomware,High,Yes
1029,418,Policy Violation,High,Yes
1030,418,Malware,Low,Yes
1031,418,Ransomware,Medium,Yes
1032,420,Ransomware,Low,Yes
1033,420,Policy Violation,Low,No
1034,420,Malware,Low,No
1035,420,Ransomware,Low,No
1036,421,Malware,High,Yes
1037,421,Malware,Low,No
1038,421,Policy Violation,High,No
1039,422,Ransomware,Low,Yes
1040,422,Malware,Low,Yes
1041,422,Malware,Low,Yes
1042,423,Unauthorized Access,Low,No
1043,423,Unauthorized Access,High,Yes
1044,423,Unauthorized Access,Low,Yes
1045,423,Malware,High,No
1046,424,Malware,High,No
1047,425,Policy Violation,Low,No
1048,426,Ransomware,High,Yes
1049,426,Ransomware,Medium,No
1050,426,Unauthorized Access,Medium,No
1051,427,Unauthorized Access,Low,No
1052,427,Unauthorized Access,High,No
1053,427,Ransomware,Low,No
1054,427,Malware,High,Yes
1055,427,Ransomware,High,Yes
1056,428,Malware,High,No
1057,428,Ransomware,Medium,No
1058,428,Policy Violation,High,No
1059,428,Policy Violation,Medium,Yes
1060,428,Policy Violation,Low,No
1061,429,Policy Violation,High,No
1062,429,Unauthorized Access,Low,Yes
1063,429,Unauthorized Access,Low,No
1064,429,Malware,High,No
1065,429,Policy Violation,Medium,No
1066,431,Unauthorized Access,Low,Yes
1067,431,Ransomware,High,No
1068,432,Ransomware,Low,Yes
1069,432,Malware,Low,Yes
1070,432,Ransomware,High,Yes
1071,432,Unauthorized Access,High,Yes
1072,433,Unauthorized Access,Medium,No
1073,433,Malware,Medium,No
1074,434,Unauthorized Access,Low,Yes
1075,434,Policy Violation,Medium,No
1076,434,Ransomware,High,No
1077,435,Malware,Low,No
1078,435,Policy Violation,Medium,No
1079,435,Policy Violation,Medium,Yes
1080,435,Malware,Medium,Yes
1081,436,Unauthorized Access,High,Yes
1082,436,Ransomware,Low,Yes
1083,436,Unauthorized Access,Medium,Yes
1084,437,Malware,Medium,No
1085,437,Malware,Low,No
1086,437,Malware,High,Yes
1087,437,Unauthorized Access,High,Yes
1088,438,Policy Violation,High,No
1089,439,Ransomware,Low,Yes
1090,439,Ransomware,Low,No
1091,440,Policy Violation,Medium,Yes
1092,440,Unauthorized Access,High,No
1093,440,Malware,High,No
1094,441,Malware,Low,Yes
1095,441,Ransomware,Medium,No
1096,442,Unauthorized Access,High,No
1097,442,Policy Violation,High,No
1098,442,Unauthorized Access,Medium,No
1099,442,Policy Violation,Low,No
1100,442,Policy Violation,Low,Yes
1101,443,Unauthorized Access,High,Yes
1102,443,Malware,Low,No
1103,443,Ransomware,Medium,No
1104,443,Malware,High,Yes
1105,443,Malware,Medium,No
1106,444,Ransomware,Low,Yes
1107,444,Ransomware,High,No
1108,444,Malware,Medium,No
1109,444,Malware,Low,Yes
1110,445,Malware,Medium,Yes
1111,445,Policy Violation,High,No
1112,446,Ransomware,High,Yes
1113,446,Unauthorized Access,Low,Yes
1114,446,Unauthorized Access,High,No
1115,446,Ransomware,Medium,No
1116,447,Ransomware,Medium,Yes
1117,447,Unauthorized Access,High,Yes
1118,447,Malware,High,Yes
1119,447,Ransomware,Medium,No
1120,447,Policy Violation,Low,Yes
1121,448,Unauthorized Access,Low,Yes
1122,449,Unauthorized Access,Medium,Yes
1123,449,Ransomware,Medium,No
1124,449,Malware,Low,No
1125,449,Unauthorized Access,Low,Yes
1126,449,Ransomware,Low,No
1127,450,Unauthorized Access,Medium,Yes
1128,451,Ransomware,High,No
1129,451,Ransomware,High,No
1130,451,Malware,Medium,No
1131,451,Unauthorized Access,Medium,No
1132,451,Policy Violation,Low,Yes
1133,452,Unauthorized Access,High,No
1134,453,Malware,Medium,No
1135,453,Ransomware,Medium,No
1136,453,Policy Violation,Low,Yes
1137,453,Ransomware,High,Yes
1138,455,Policy Violation,Low,Yes
1139,456,Unauthorized Access,Low,No
1140,456,Malware,Low,Yes
1141,456,Ransomware,Medium,No
1142,456,Policy Violation,Medium,Yes
1143,457,Ransomware,High,Yes
1144,457,Malware,High,No
1145,458,Policy Violation,High,No
1146,458,Ransomware,Medium,Yes
1147,458,Unauthorized Access,Low,No
1148,458,Malware,Medium,Yes
1149,458,Ransomware,High,No
1150,460,Ransomware,Medium,No
1151,460,Unauthorized Access,High,No
1152,462,Ransomware,High,No
1153,462,Malware,Low,Yes
1154,462,Ransomware,Low,Yes
1155,462,Malware,Low,No
1156,463,Malware,High,No
1157,463,Unauthorized Access,High,No
1158,464,Ransomware,High,No
1159,465,Ransomware,Low,No
1160,465,Malware,Low,Yes
1161,465,Unauthorized Access,Low,No
1162,466,Policy Violation,Low,No
1163,466,Policy Violation,Low,No
1164,466,Ransomware,Low,No
1165,466,Ransomware,Low,Yes
1166,467,Unauthorized Access,High,Yes
1167,467,Unauthorized Access,Low,Yes
1168,467,Unauthorized Access,High,Yes
1169,467,Unauthorized Access,Medium,No
1170,467,Unauthorized Access,Low,No
1171,468,Malware,Medium,Yes
1172,468,Policy Violation,High,No
1173,468,Policy Violation,Low,Yes
1174,468,Policy Violation,Medium,No
1175,468,Ransomware,Low,Yes
1176,469,Unauthorized Access,High,Yes
1177,469,Malware,Medium,No
1178,469,Unauthorized Access,Low,Yes
1179,470,Policy Violation,Low,No
1180,470,Malware,Low,No
1181,470,Ransomware,High,No
1182,470,Ransomware,Medium,Yes
1183,471,Ransomware,Low,No
1184,471,Ransomware,Medium,Yes
1185,471,Policy Violation,Low,Yes
1186,471,Ransomware,Medium,No
1187,472,Malware,High,No
1188,473,Ransomware,Medium,Yes
1189,473,Unauthorized Access,Low,Yes
1190,473,Unauthorized Access,High,No
1191,473,Unauthorized Access,Medium,Yes
1192,473,Malware,High,No
1193,475,Ransomware,Medium,Yes
1194,475,Ransomware,Low,No
1195,475,Malware,High,No
1196,475,Ransomware,High,No
1197,475,Policy Violation,High,No
1198,476,Unauthorized Access,High,Yes
1199,476,Malware,Medium,No
1200,476,Malware,High,Yes
1201,476,Policy Violation,Low,No
1202,477,Ransomware,Low,Yes
1203,477,Policy Violation,Medium,Yes
1204,477,Ransomware,Low,No
1205,477,Malware,Medium,No
1206,478,Unauthorized Access,High,No
1207,478,Malware,Medium,Yes
1208,479,Unauthorized Access,High,Yes
1209,479,Unauthorized Access,Low,No
1210,479,Malware,Low,Yes
1211,479,Policy Violation,Medium,Yes
1212,479,Policy Violation,High,Yes
1213,480,Unauthorized Access,High,No
1214,480,Unauthorized Access,Low,Yes
1215,480,Policy Violation,High,Yes
1216,481,Policy Violation,Medium,Yes
1217,481,Unauthorized Access,Low,No
1218,481,Unauthorized Access,Low,No
1219,481,Malware,Low,Yes
1220,482,Unauthorized Access,Medium,Yes
1221,482,Malware,High,Yes
1222,482,Unauthorized Access,Medium,Yes
1223,482,Policy Violation,Medium,Yes
1224,482,Policy Violation,Low,Yes
1225,483,Policy Violation,Medium,Yes
1226,483,Policy Violation,Medium,Yes
1227,483,Malware,Medium,Yes
1228,484,Unauthorized Access,Low,No
1229,484,Policy Violation,High,No
1230,485,Policy Violation,Low,No
1231,485,Malware,Low,Yes
1232,485,Ransomware,Low,Yes
1233,486,Malware,Low,No
1234,486,Unauthorized Access,High,No
1235,486,Malware,Low,Yes
1236,487,Policy Violation,Low,No
1237,487,Ransomware,High,Yes
1238,487,Unauthorized Access,Low,No
1239,487,Unauthorized Access,High,No
1240,488,Unauthorized Access,Low,Yes
1241,488,Malware,Low,No
1242,488,Ransomware,High,No
1243,488,Malware,High,Yes
1244,489,Unauthorized Access,Medium,Yes
1245,489,Policy Violation,Low,Yes
1246,489,Unauthorized Access,Medium,Yes
1247,489,Policy Violation,Medium,No
1248,491,Ransomware,Low,Yes
1249,492,Unauthorized Access,Medium,No
1250,494,Unauthorized Access,Low,Yes
1251,495,Malware,High,Yes
1252,495,Policy Violation,Medium,Yes
1253,495,Malware,Medium,Yes
1254,496,Policy Violation,Medium,Yes
1255,498,Ransomware,Medium,Yes
1256,498,Ransomware,High,No
1257,498,Policy Violation,High,Yes
1258,498,Malware,Medium,Yes
1259,499,Ransomware,Medium,No
1260,499,Unauthorized Access,High,Yes
1261,500,Malware,High,Yes
1262,500,Policy Violation,Medium,No
1263,500,Unauthorized Access,Low,No
1264,500,Malware,High,Yes
1265,501,Malware,High,Yes
1266,501,Unauthorized Access,Low,No
1267,501,Unauthorized Access,Low,No
1268,501,Ransomware,Medium,No
1269,502,Unauthorized Access,Low,Yes
1270,502,Unauthorized Access,Medium,No
1271,503,Ransomware,High,Yes
1272,503,Policy Violation,High,Yes
1273,503,Policy Violation,Medium,No
1274,504,Malware,High,No
1275,504,Policy Violation,High,No
1276,505,Unauthorized Access,Medium,No
1277,505,Malware,Low,Yes
1278,505,Policy Violation,Low,Yes
1279,505,Ransomware,High,Yes
1280,506,Ransomware,Medium,Yes
1281,506,Policy Violation,Low,No
1282,506,Malware,Medium,No
1283,507,Malware,Low,No
1284,507,Malware,High,Yes
1285,507,Malware,Low,Yes
1286,508,Policy Violation,Low,No
1287,508,Malware,Low,No
1288,508,Ransomware,Low,Yes
1289,508,Unauthorized Access,Medium,Yes
1290,508,Malware,High,Yes
1291,510,Ransomware,Low,Yes
1292,510,Ransomware,Medium,Yes
1293,510,Malware,High,No
1294,510,Unauthorized Access,High,Yes
1295,510,Policy Violation,Medium,No
1296,511,Ransomware,High,Yes
1297,511,Ransomware,High,No
1298,511,Unauthorized Access,Medium,No
1299,511,Ransomware,High,No
1300,512,Policy Violation,Low,No
1301,513,Malware,Medium,No
1302,513,Policy Violation,Medium,Yes
1303,513,Malware,Medium,No
1304,513,Unauthorized Access,High,No
1305,513,Malware,Medium,No
1306,514,Unauthorized Access,Low,No
1307,517,Ransomware,Medium,Yes
1308,517,Ransomware,Low,No
1309,517,Malware,High,No
1310,517,Policy Violation,Medium,No
1311,517,Policy Violation,High,Yes
1312,518,Unauthorized Access,Low,Yes
1313,518,Policy Violation,Medium,Yes
1314,518,Policy Violation,Medium,No
1315,518,Malware,Medium,No
1316,519,Malware,High,Yes
1317,519,Ransomware,High,Yes
1318,519,Policy Violation,Medium,No
1319,519,Ransomware,Low,No
1320,520,Malware,Low,No
1321,521,Unauthorized Access,High,Yes
1322,522,Policy Violation,Low,Yes
1323,522,Policy Violation,High,Yes
1324,522,Policy Violation,Medium,Yes
1325,522,Policy Violation,High,Yes
1326,523,Malware,Low,Yes
1327,523,Ransomware,Medium,No
1328,523,Unauthorized Access,Low,No
1329,525,Malware,Medium,No
1330,526,Malware,Medium,Yes
1331,526,Policy Violation,High,No
1332,526,Malware,Low,Yes
1333,526,Malware,Low,Yes
1334,526,Unauthorized Access,Low,No
1335,527,Policy Violation,High,Yes
1336,527,Malware,Low,No
1337,528,Policy Violation,Medium,Yes
1338,528,Ransomware,Medium,No
1339,528,Policy Violation,Medium,Yes
1340,528,Malware,Medium,Yes
1341,529,Policy Violation,Medium,Yes
1342,531,Policy Violation,Low,No
1343,531,Malware,Medium,Yes
1344,531,Malware,Medium,No
1345,531,Ransomware,Low,Yes
1346,531,Policy Violation,High,Yes
1347,532,Policy Violation,High,Yes
1348,532,Malware,Medium,No
1349,532,Malware,Medium,No
1350,532,Unauthorized Access,High,No
1351,533,Unauthorized Access,High,Yes
1352,533,Malware,Medium,No
1353,535,Policy Violation,Medium,Yes
1354,535,Policy Violation,High,No
1355,535,Policy Violation,Medium,No
1356,536,Policy Violation,Low,No
1357,536,Ransomware,High,No
1358,536,Ransomware,Low,Yes
1359,536,Malware,Medium,Yes
1360,537,Unauthorized Access,Medium,Yes
1361,537,Ransomware,Low,No
1362,538,Policy Violation,Low,No
1363,538,Policy Violation,Low,Yes
1364,538,Malware,Medium,Yes
1365,538,Ransomware,Low,No
1366,538,Unauthorized Access,Medium,Yes
1367,539,Unauthorized Access,Medium,No
1368,539,Unauthorized Access,High,Yes
1369,540,Ransomware,Low,Yes
1370,542,Malware,Low,Yes
1371,542,Ransomware,High,Yes
1372,542,Policy Violation,High,No
1373,542,Unauthorized Access,Medium,No
1374,544,Policy Violation,Low,Yes
1375,545,Policy Violation,High,No
1376,546,Malware,High,No
1377,546,Ransomware,High,No
1378,547,Ransomware,Medium,Yes
1379,548,Policy Violation,High,Yes
1380,548,Ransomware,Low,Yes
1381,549,Unauthorized Access,Medium,No
1382,549,Malware,Low,Yes
1383,551,Unauthorized Access,High,No
1384,551,Ransomware,Low,Yes
1385,552,Malware,Low,No
1386,553,Ransomware,Medium,Yes
1387,553,Malware,High,No
1388,553,Policy Violation,Medium,Yes
1389,554,Ransomware,High,No
1390,555,Ransomware,High,No
1391,555,Ransomware,Medium,Yes
1392,557,Unauthorized Access,High,No
1393,559,Policy Violation,Low,No
1394,559,Malware,Medium,No
1395,560,Malware,High,No
1396,560,Malware,High,No
1397,561,Unauthorized Access,Low,No
1398,561,Unauthorized Access,High,No
1399,561,Policy Violation,Medium,Yes
1400,562,Ransomware,High,Yes
1401,562,Ransomware,High,No
1402,562,Policy Violation,Low,No
1403,563,Unauthorized Access,Low,No
1404,563,Malware,High,Yes
1405,564,Unauthorized Access,High,Yes
1406,564,Malware,Medium,Yes
1407,564,Malware,Medium,No
1408,567,Unauthorized Access,High,Yes
1409,567,Ransomware,Low,Yes
1410,567,Ransomware,Low,No
1411,567,Unauthorized Access,High,Yes
1412,569,Ransomware,High,Yes
1413,569,Policy Violation,High,Yes
1414,569,Malware,High,Yes
1415,569,Malware,Low,Yes
1416,569,Ransomware,Medium,Yes
1417,570,Policy Violation,Low,No
1418,570,Unauthorized Access,High,No
1419,570,Ransomware,Low,No
1420,571,Ransomware,High,No
1421,571,Unauthorized Access,High,Yes
1422,572,Malware,Medium,No
1423,573,Malware,High,Yes
1424,573,Policy Violation,Medium,Yes
1425,573,Unauthorized Access,Medium,No
1426,573,Policy Violation,High,Yes
1427,573,Ransomware,Medium,Yes
1428,575,Malware,Low,Yes
1429,575,Unauthorized Access,Low,Yes
1430,577,Ransomware,Low,Yes
1431,578,Policy Violation,High,Yes
1432,578,Unauthorized Access,Medium,No
1433,578,Unauthorized Access,Low,No
1434,578,Policy Violation,Low,Yes
1435,579,Malware,Low,No
1436,579,Ransomware,Medium,No
1437,579,Malware,Medium,Yes
1438,579,Policy Violation,High,Yes
1439,580,Malware,Medium,Yes
1440,582,Malware,Medium,No
1441,582,Policy Violation,High,Yes
1442,582,Malware,High,Yes
1443,582,Malware,Medium,Yes
1444,583,Policy Violation,Low,No
1445,583,Ransomware,Low,No
1446,584,Ransomware,Low,No
1447,584,Policy Violation,Medium,No
1448,584,Ransomware,Medium,No
1449,587,Unauthorized Access,Medium,No
1450,588,Malware,Low,No
1451,588,Ransomware,Medium,No
1452,588,Ransomware,Medium,Yes
1453,588,Ransomware,High,Yes
1454,588,Malware,Medium,Yes
1455,589,Ransomware,Low,No
1456,589,Ransomware,High,Yes
1457,590,Malware,High,No
1458,590,Unauthorized Access,Low,Yes
1459,590,Ransomware,High,Yes
1460,590,Policy Violation,Medium,No
1461,590,Malware,High,Yes
1462,591,Unauthorized Access,High,Yes
1463,591,Ransomware,Medium,No
1464,591,Policy Violation,Low,Yes
1465,591,Unauthorized Access,Medium,No
1466,591,Policy Violation,Low,No
1467,592,Policy Violation,Low,No
1468,592,Ransomware,Medium,Yes
1469,594,Policy Violation,Low,No
1470,594,Ransomware,Low,No
1471,594,Ransomware,High,Yes
1472,594,Policy Violation,High,No
1473,597,Malware,Low,No
1474,597,Policy Violation,Medium,Yes
1475,597,Unauthorized Access,Medium,No
1476,597,Ransomware,Low,Yes
1477,597,Policy Violation,Low,No
1478,598,Policy Violation,Medium,No
1479,598,Unauthorized Access,Low,No
1480,600,Policy Violation,Medium,No
1481,600,Policy Violation,Low,Yes
1482,600,Unauthorized Access,High,Yes
1483,600,Malware,High,Yes
1484,600,Ransomware,Low,No
1485,601,Malware,High,No
1486,601,Ransomware,Medium,Yes
1487,601,Unauthorized Access,Medium,No
1488,601,Malware,Low,Yes
1489,602,Ransomware,Medium,No
1490,602,Ransomware,Low,No
1491,602,Unauthorized Access,High,No
1492,603,Policy Violation,Medium,Yes
1493,603,Ransomware,High,Yes
1494,606,Policy Violation,Medium,Yes
1495,606,Unauthorized Access,Medium,Yes
1496,606,Unauthorized Access,Medium,Yes
1497,607,Malware,Low,No
1498,607,Policy Violation,High,Yes
1499,609,Unauthorized Access,Medium,Yes
1500,612,Unauthorized Access,Medium,No
1501,613,Unauthorized Access,Low,No
1502,614,Unauthorized Access,Low,Yes
1503,614,Policy Violation,Medium,Yes
1504,616,Policy Violation,High,Yes
1505,616,Unauthorized Access,Medium,No
1506,617,Malware,Low,No
1507,617,Unauthorized Access,High,Yes
1508,617,Policy Violation,Low,No
1509,617,Unauthorized Access,Medium,Yes
1510,617,Policy Violation,High,Yes
1511,618,Policy Violation,Low,Yes
1512,618,Ransomware,Low,No
1513,618,Unauthorized Access,Medium,Yes
1514,618,Malware,Low,No
1515,619,Unauthorized Access,Low,Yes
1516,619,Unauthorized Access,Low,Yes
1517,619,Unauthorized Access,High,Yes
1518,619,Malware,Medium,No
1519,619,Policy Violation,Low,No
1520,620,Unauthorized Access,Low,Yes
1521,620,Ransomware,Low,No
1522,621,Malware,High,No
1523,621,Unauthorized Access,Low,No
1524,621,Malware,High,Yes
1525,621,Unauthorized Access,Low,Yes
1526,622,Ransomware,Low,No
1527,622,Ransomware,High,No
1528,622,Ransomware,High,Yes
1529,623,Policy Violation,Low,Yes
1530,623,Unauthorized Access,Medium,Yes
1531,623,Malware,Low,Yes
1532,624,Unauthorized Access,High,No
1533,624,Ransomware,Medium,Yes
1534,624,Malware,High,Yes
1535,625,Policy Violation,Medium,No
1536,625,Ransomware,Medium,No
1537,626,Ransomware,High,No
1538,626,Policy Violation,Low,No
1539,626,Malware,Medium,No
1540,626,Policy Violation,Low,No
1541,626,Ransomware,Low,No
1542,628,Malware,Low,Yes
1543,628,Ransomware,Low,No
1544,628,Unauthorized Access,Medium,Yes
1545,628,Policy Violation,Low,Yes
1546,628,Unauthorized Access,Medium,Yes
1547,629,Unauthorized Access,Medium,Yes
1548,629,Ransomware,Medium,No
1549,629,Policy Violation,Medium,No
1550,629,Malware,Low,Yes
1551,629,Policy Violation,High,No
1552,631,Ransomware,High,No
1553,631,Policy Violation,Medium,No
1554,631,Unauthorized Access,Low,Yes
1555,632,Unauthorized Access,High,No
1556,633,Ransomware,Low,Yes
1557,633,Unauthorized Access,Low,Yes
1558,633,Ransomware,Low,Yes
1559,633,Unauthorized Access,Medium,Yes
1560,633,Malware,Low,No
1561,634,Unauthorized Access,Low,Yes
1562,634,Unauthorized Access,Low,No
1563,634,Ransomware,Low,Yes
1564,634,Ransomware,High,No
1565,634,Ransomware,Medium,No
1566,635,Unauthorized Access,Medium,No
1567,635,Ransomware,High,No
1568,638,Ransomware,Medium,No
1569,638,Unauthorized Access,High,No
1570,638,Ransomware,Medium,Yes
1571,638,Ransomware,Medium,No
1572,639,Policy Violation,High,Yes
1573,639,Policy Violation,Medium,No
1574,640,Unauthorized Access,Medium,No
1575,641,Policy Violation,Medium,Yes
1576,641,Ransomware,Medium,Yes
1577,641,Ransomware,Medium,No
1578,641,Malware,Low,No
1579,641,Malware,High,No
1580,643,Ransomware,Medium,Yes
1581,643,Malware,Low,No
1582,643,Unauthorized Access,Medium,No
1583,643,Ransomware,High,No
1584,643,Policy Violation,High,No
1585,644,Ransomware,Medium,No
1586,645,Policy Violation,Medium,No
1587,645,Ransomware,High,No
1588,646,Unauthorized Access,High,No
1589,647,Unauthorized Access,Low,No
1590,647,Ransomware,High,No
1591,647,Ransomware,Low,Yes
1592,647,Policy Violation,Medium,Yes
1593,647,Policy Violation,Low,No
1594,648,Malware,Low,Yes
1595,648,Malware,Medium,No
1596,648,Ransomware,Medium,Yes
1597,648,Unauthorized Access,High,Yes
1598,648,Policy Violation,Medium,No
1599,649,Policy Violation,Low,Yes
1600,649,Malware,Medium,Yes
1601,650,Policy Violation,High,No
1602,652,Policy Violation,High,No
1603,652,Ransomware,Low,Yes
1604,652,Ransomware,Low,Yes
1605,652,Policy Violation,High,No
1606,652,Ransomware,Low,Yes
1607,653,Malware,High,Yes
1608,653,Ransomware,High,Yes
1609,653,Ransomware,High,Yes
1610,654,Malware,Medium,Yes
1611,654,Malware,High,No
1612,654,Unauthorized Access,Low,Yes
1613,654,Policy Violation,Medium,Yes
1614,656,Policy Violation,Medium,No
1615,656,Ransomware,Low,No
1616,656,Policy Violation,Low,No
1617,657,Ransomware,Low,No
1618,657,Ransomware,High,No
1619,657,Unauthorized Access,Medium,Yes
1620,657,Unauthorized Access,High,No
1621,658,Policy Violation,Medium,No
1622,658,Malware,High,No
1623,659,Ransomware,High,No
1624,659,Unauthorized Access,Low,No
1625,659,Ransomware,High,Yes
1626,659,Policy Violation,Low,No
1627,659,Ransomware,Medium,No
1628,660,Policy Violation,High,Yes
1629,660,Policy Violation,Medium,Yes
1630,660,Unauthorized Access,Medium,Yes
1631,661,Policy Violation,High,No
1632,661,Ransomware,Medium,Yes
1633,661,Policy Violation,High,Yes
1634,661,Malware,High,No
1635,661,Policy Violation,High,Yes
1636,662,Malware,Low,No
1637,662,Malware,Low,No
1638,662,Policy Violation,Low,No
1639,662,Policy Violation,Low,No
1640,662,Policy Violation,Medium,Yes
1641,663,Unauthorized Access,Medium,No
1642,663,Policy Violation,Medium,No
1643,663,Malware,Low,No
1644,663,Policy Violation,Medium,Yes
1645,665,Unauthorized Access,Low,No
1646,665,Unauthorized Access,Low,Yes
1647,666,Unauthorized Access,Low,No
1648,666,Unauthorized Access,Low,No
1649,666,Policy Violation,Medium,No
1650,666,Unauthorized Access,Low,Yes
1651,667,Policy Violation,Low,Yes
1652,667,Policy Violation,Medium,Yes
1653,667,Malware,Low,No
1654,668,Policy Violation,High,No
